drug_id,drug_name,drug_synonyms,status,type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,moa,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,created_at,updated_at
RDC00074,[68Ga]Ga-AV01038,68Ga-AV01038,Preclinical,Diagnosis,36770755,10.3390/molecules28031088,O=C1O[68Ga+3]23456[N]7(CC(O6)=O)CC[N](CC[N@@](CC(NCCCC[C@H](NC(CN8N=NC(COC9=CC%10=C(C=C9)N=CC=C%10C(NCC(N%11[C@@H](CC(F)(C%11)F)C#N)=O)=O)=C8)=O)C(NCC(NC[C@@H]%12CCC(CC%12)C(N[C@H](C(NCCCC[C@@H](C(O)=O)NC(N[C@@H](CCC(O)=O)C(O)=O)=O)=O)CC%13=C%14C=CC=CC%14=CC%15=C%13C=CC=C%15)=O)=O)=O)=O)3CC[N](CC(O5)=O)4CC7)2C1,DSTR00074,,,,"[68Ga]Ga-AV01038 is a radiopharmaceutical labeled with the radionuclide 68Ga that targets Prostate-Specific Membrane Antigen (PSMA) for the PET/CT diagnostic imaging of precise staging, recurrence detection, and pre-therapeutic screening in patients with prostate cancer.",,,,,,
RDC00075,[68Ga]Ga-HTK03041,68Ga-HTK03041 ,Preclinical,Diagnosis,36770755,10.3390/molecules28031088,O=C1O[68Ga+3]23456[N]7(CC(O6)=O)CC[N](CC[N@@](CC(NC[C@@H]8CC[C@H](CC8)C(N[C@H](C(NCCCC[C@@H](C(O)=O)NC(N[C@@H](CCC(O)=O)C(O)=O)=O)=O)CC9=C%10C=CC=CC%10=CC%11=C9C=CC=C%11)=O)=O)3CC[N](CC(O5)=O)4CC7)2C1,DSTR00075,,,,[68Ga]Ga-HTK03041 is a radiopharmaceutical labeled with the radionuclide 68Ga that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their microenvironments.,,,,,,
RDC00076,[68Ga]Ga-FAPI-07,68Ga-FAPI-07,Preclinical,Diagnosis,34593598,10.2967/jnumed.121.262533,O=C(O1)C[N@@]23CC[N]4(CC5)CC(O[68Ga+3]24617[N@]5(CC(NCCCOC8=CC=C9C(C(C(NCC(N%10CC(F)(F)C[C@@]%10([H])C#N)=O)=O)=CC=N9)=C8)=O)CC[N](CC(O7)=O)6CC3)=O,DSTR00076,,,,[68Ga]Ga-FAPI-07 is a radiopharmaceutical labeled with the radionuclide 68Ga that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their stromal microenvironments.,,,,,,
RDC00077,[86Y]Y-FAPI-07,86Y-FAPI-07,Preclinical,Diagnosis,34593598,10.2967/jnumed.121.262533,O=C(O1)C[N@@]23CC[N]4(CC5)CC(O[86Y+3]24617[N@]5(CC(NCCCOC8=CC=C9C(C(C(NCC(N%10CC(F)(F)C[C@@]%10([H])C#N)=O)=O)=CC=N9)=C8)=O)CC[N](CC(O7)=O)6CC3)=O,DSTR00077,,,,"[86Y]Y-FAPI-07 is a radiopharmaceutical labeled with the radionuclide 86Y that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their stromal microenvironments, often used for dosimetry in theranostics.",,,,,,
RDC00078,[177Lu]Lu-FAPI-07,177Lu-FAPI-07,Preclinical,Treatment,34593598,10.2967/jnumed.121.262533,O=C(O1)C[N@@]23CC[N]4(CC5)CC(O[177Lu+3]24617[N@]5(CC(NCCCOC8=CC=C9C(C(C(NCC(N%10CC(F)(F)C[C@@]%10([H])C#N)=O)=O)=CC=N9)=C8)=O)CC[N](CC(O7)=O)6CC3)=O,DSTR00078,,,,[177Lu]Lu-FAPI-07 is a radiopharmaceutical labeled with the radionuclide 177Lu that targets Fibroblast Activation Protein (FAP) for the targeted radionuclide therapy of various advanced or metastatic solid tumors.,,,,,,
RDC00079,[68Ga]Ga-FAPI-06,68Ga-FAPI-06,Preclinical,Diagnosis,34593598,10.2967/jnumed.121.262533,O=C(CNC(C1=CC=NC2=CC=C(C=C12)OCCCNC(C[N]34CC[N]5(CC[N](CC6)7CC(O8)=O)CC(O[68Ga+3]53789[N@]6(CC(O9)=O)CC4)=O)=O)=O)N%10[C@@]([H])(CCC%10)C#N,DSTR00079,,,,[68Ga]Ga-FAPI-06 is a radiopharmaceutical labeled with the radionuclide 68Ga that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and metastatic lesions.,,,,,,
RDC00080,[86Y]Y-FAPI-06,86Y-FAPI-06,Preclinical,Diagnosis,34593598,10.2967/jnumed.121.262533,O=C(CNC(C1=CC=NC2=CC=C(C=C12)OCCCNC(C[N]34CC[N]5(CC[N](CC6)7CC(O8)=O)CC(O[86Y+]53789[N@]6(CC(O9)=O)CC4)=O)=O)=O)N%10[C@@]([H])(CCC%10)C#N,DSTR00080,,,,"[86Y]Y-FAPI-06 is a radiopharmaceutical labeled with the radionuclide 86Y that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors, frequently used for pharmacokinetic evaluation and dosimetry of its 90Y-labeled therapeutic counterparts.",,,,,,
RDC00081,[177Lu]Lu-FAPI-06,177Lu-FAPI-06,Preclinical,Treatment,34593598,10.2967/jnumed.121.262533,O=C(CNC(C1=CC=NC2=CC=C(C=C12)OCCCNC(C[N]34CC[N]5(CC[N](CC6)7CC(O8)=O)CC(O[177Lu+3]53789[N@]6(CC(O9)=O)CC4)=O)=O)=O)N%10[C@@]([H])(CCC%10)C#N,DSTR00081,,,,[177Lu]Lu-FAPI-06 is a radiopharmaceutical labeled with the radionuclide 177Lu that targets Fibroblast Activation Protein (FAP) for the targeted radionuclide therapy of various advanced solid tumors and their stromal components.,,,,,,
RDC00082,Al[18F]F-DD-FAPI,Al18F-DD-FAPI ,Preclinical,Diagnosis,38039792,10.1016/j.ejmech.2023.115993,O=C1O[Al18F]234[N](CC(O3)=O)(CC[N](CC5)4CC(NCCCC[C@@H](C(N6CCN(CCCOC7=CC=C8C(C(C(NCC(N9[C@](C#N)(CC(F)(C9)F)[H])=O)=O)=CC=N8)=C7)CC6)=O)NC([C@H](CC(O)=O)NC([C@H](CC(O)=O)N)=O)=O)=O)CCC[N]52C1,DSTR00082,,,,Al[18F]F-DD-FAPI is a radiopharmaceutical labeled with the radionuclide 18F via the aluminum-fluoride (AlF) complexation method that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their stromal microenvironments.,,,,,,
RDC00083,Al[18F]F-PD-FAPI,Al18F-PD-FAPI,Preclinical,Diagnosis,38039792,10.1016/j.ejmech.2023.115993,O=C(C[N@]12CC[N@@](CC(N[C@H](C(NCCOCCOCCOC3=CC=C4C(C(C(NCC(N5[C@](C#N)(CC(F)(C5)F)[H])=O)=O)=CC=N4)=C3)=O)CC(N[C@H](C(O)=O)CC(O)=O)=O)=O)6CC[N@](CC1)7CC(O8)=O)O[Al]2678[18F],DSTR00083,,,,Al[18F]F-PD-FAPI is a dimeric radiopharmaceutical labeled with the radionuclide 18F via the aluminum-fluoride (AlF) complexation method that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their microenvironments.,,,,,,
RDC00084,[64Cu]Cu-FP-L1,64Cu-FP-L1,Preclinical,Diagnosis,35965291,10.1007/s00259-022-05933-3,O=C(NCCCCC(N(CCCC[C@@](NC(N[C@@](CCC(O)=O)(C(O)=O)[H])=O)([H])C(O)=O)CC1=CC=C(Br)C=C1)=O)[C@@H](NC(CCOCCOCCOCCN2C=C(N=N2)CCC(NCCCOC3=CC=C4C(C(C(NCC(N5CCC[C@H]5C#N)=O)=O)=CC=N4)=C3)=O)=O)CCCCNC(C[N@@]67CC[N]8(C9)CC[N@@]%10(CC7)CC(O[64Cu+2]8%106OC9=O)=O)=O,DSTR00084,,,,[64Cu]Cu-FP-L1 is a radiopharmaceutical labeled with the radionuclide 64Cu that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their stromal microenvironments.,,,,,,
RDC00085,[99mTc]Tc-FL-L3,99mTc-FL-L3,Preclinical,Diagnosis,32483418,10.7150/thno.41409,O=C(N(CCCC[C@@](NC(N[C@](CCC(O)=O)([H])C(O)=O)=O)([H])C(O)=O)CC1=CC=C(Br)C=C1)CCCCCNC([C@@H](NC(C[N]23CC[N]4(C5)CC[N]6(CC3)CC(O[99Tc+2]246OC5=O)=O)=O)CCCCN7C=C(N=N7)CCC(NCCCOC8=CC=C9C(C(C(NCC(N%10CCC[C@H]%10C#N)=O)=O)=CC=N9)=C8)=O)=O,DSTR00085,,,,[99mTc]Tc-FL-L3 is a radiopharmaceutical labeled with the radionuclide 99mTc that targets Fibroblast Activation Protein (FAP) for the SPECT/CT diagnostic imaging of various solid tumors and metastatic lesions.,,,,,,
RDC00087,[177Lu]Lu-ND-bisFAPI,177Lu-ND-bisFAPI,Preclinical,Treatment,35290473,10.1007/s00259-022-05757-1,FC(F)(CN1C(CNC(C2=CC=NC3=CC=C(C=C23)OCCCN4CCN(CC4)C(C[C@@H](C(NCCCC[C@@H](C(N5CCN(CCCOC6=CC=C7C(C(C(NCC(N8CC(F)(C[C@@]8([H])C#N)F)=O)=O)=CC=N7)=C6)CC5)=O)NC(C[N@]9%10CC[N]%11(CC(O%12)=O)CC[N@]%13(C%14)CC[N]%15(CC%10)CC(O[177Lu+3]9%11%13%15%12OC%14=O)=O)=O)=O)NC(CN%16CCN(CC(O)=O)CCN(CC%16)CC(O)=O)=O)=O)=O)=O)C[C@@]1([H])C#N,DSTR00087,,,,"[177Lu]Lu-ND-bisFAPI is a radiopharmaceutical labeled with the radionuclide 177Lu that targets Fibroblast Activation Protein (FAP) using a dimeric (bis-FAPI) structure, primarily used for the targeted radionuclide therapy (TRT) of various advanced solid tumors and their microenvironments.",,,,,,
RDC00093,[68Ga]Ga-GP01,68Ga-GP01,Phase 1,Diagnosis,41325906,10.1016/j.jconrel.2025.114475,CN(C(C1=CC=C(C=C1)S(=O)(O)=O)=O)CC(N(CCCN2CCN(C(C[N]34CC[N@](CC(O5)=O)CC[N]6(C7)CC[N]8(CC4)CC(O[68Ga+3]6835OC7=O)=O)=O)CC2)C9=CC=C%10C(C(C(NCC(N%11CC(F)(C[C@H]%11C#N)F)=O)=O)=CC=N%10)=C9)=O,DSTR00093,,,,[68Ga]Ga-GP01 is a radiopharmaceutical labeled with the radionuclide 68Ga that targets Fibroblast Activation Protein (FAP) for the PET/CT diagnostic imaging of various solid tumors and their stromal microenvironments.,,,,,,
RDC00094,[111In]In-3BP-3940,111In-3BP-3940,Phase 1,Diagnosis,41571429,10.2967/jnumed.125.271452,C[C@H]([C@@H](C(N[C@@H](CCC(N)=O)C(N1)=O)=O)NC([C@@H]2CCCN2C([C@@H]3CCCN3C([C@H](CSCC4=CC(CSC[C@@H](C(O)=O)N(C([C@@H]1CC5=CC=CC=C5)=O)[H])=CC(CSCCNC(C[N]67CC[N@@]8(CC(O9)=O)CC[N]%10(C%11)CC[N]%12(CC(O[111In+3]%128%1079OC%11=O)=O)CC6)=O)=C4)NC(NCCCC)=O)=O)=O)=O)O,DSTR00094,,,,[111In]In-3BP-3940 is a radiopharmaceutical labeled with the radionuclide 111In that targets Fibroblast Activation Protein (FAP) for the SPECT/CT diagnostic imaging of various solid tumors and their stromal microenvironments.,,,,,,
RDC00095,[177Lu]Lu-3BP-3940,177Lu-3BP-3940,Phase 1,Treatment,41571429,10.2967/jnumed.125.271452,C[C@H]([C@@H](C(N[C@@H](CCC(N)=O)C(N1)=O)=O)NC([C@@H]2CCCN2C([C@@H]3CCCN3C([C@H](CSCC4=CC(CSC[C@@H](C(O)=O)N(C([C@@H]1CC5=CC=CC=C5)=O)[H])=CC(CSCCNC(C[N]67CC[N@@]8(CC(O9)=O)CC[N]%10(C%11)CC[N]%12(CC(O[177Lu+3]%128%1079OC%11=O)=O)CC6)=O)=C4)NC(NCCCC)=O)=O)=O)=O)O,DSTR00095,,,,"[177Lu]Lu-3BP-3940 is a therapeutic radiopharmaceutical targeting the neurotensin receptor 1 (NTSR1), consisting of the radionuclide Lutetium-177 (Lu-177) a small-molecule antagonist, indicated for the targeted radionuclide therapy (TRT) of NTSR1-positive solid tumors (e.g., pancreatic adenocarcinoma).",,,,,,
RDC00096,[111In]In-FAPI-46-I2,111In-FAPI-46-I2,Preclinical,Diagnosis,41200914,10.1039/d5cc05231a,CN(C1=CC=C2C(C(C(NCC(N3CC(F)(C[C@@]3([H])C#N)F)=O)=O)=CC=N2)=C1)CCCN4CCN(CC4)C(CC[C@H]5C(O[111In+3]6789%10[N]5%11CC[N](CC[N@@](CC[N](CC(O%10)=O)9CC%11)8C(CCC(N(CC(N[C@@H](CCCCNC(CCCC%12=CC=C(C=C%12)I)=O)C(O)=O)=O)CC(N[C@@H](CCCCNC(CCCC%13=CC=C(C=C%13)I)=O)C(O)=O)=O)=O)C(O)=O)6CC(O7)=O)=O)=O,DSTR00096,,,,"[111In]In-FAPI-46-I2 is a diagnostic radiopharmaceutical targeting fibroblast activation protein (FAP), consisting of the radionuclide Indium-111 (In-111) complexed with a di-iodinated FAPI-derivative ligand, indicated for the SPECT imaging diagnosis of various FAP-expressing solid tumors.",,,,,,
RDC00097,[111In]In-FAPI-46-I,111In-FAPI-46-I,Preclinical,Diagnosis,41200914,10.1039/d5cc05231a,CN(C1=CC=C2C(C(C(NCC(N3CC(F)(C[C@@]3([H])C#N)F)=O)=O)=CC=N2)=C1)CCCN4CCN(CC4)C(CCC5C(O[111In+3]6789%10[N@@]%11([C@@H](CCC(N[C@@H](CCCCNC(CCCC%12=CC=C(C=C%12)I)=O)C(O)=O)=O)C(O%10)=O)CC[N](CC(O9)=O)6CC[N@]57CC[N](CC(O)=O)8CC%11)=O)=O,DSTR00097,,,,"[111In]In-FAPI-46-I is a diagnostic radiopharmaceutical targeting fibroblast activation protein (FAP), consisting of the radionuclide Indium-111 (In-111) complexed with a mono-iodinated FAPI-46 derivative, indicated for the SPECT imaging diagnosis of various FAP-expressing solid tumors.",,,,,,
RDC00098,[68Ga]Ga-DOTA-FAPI-FUSCC-Tri,68Ga-DOTA-FAPI-FUSCC-Tri,Preclinical,Diagnosis,41349041,10.1021/acs.jmedchem.5c01873,FC1(C[C@H](N(C1)C(CNC(C2=CC=NC3=CC=C(C=C32)OCCCN4CCN(CC4)C(CC[C@@H](C(N[C@@H](CCC(N5CCN(CC5)CCCOC6=CC=C7C(C(C(NCC(N8[C@@H](CC(F)(C8)F)C#N)=O)=O)=CC=N7)=C6)=O)C(N9CCN(CCCOC%10=CC=C%11C(C(C(NCC(N%12CC(F)(C[C@H]%12C#N)F)=O)=O)=CC=N%11)=C%10)CC9)=O)=O)NC(C[N@]%13%14CC[N]%15%16CC(O[68Ga+3]%15%13%17%18%19[N](CC(O%18)=O)(CC%14)CC[N](CC(O%19)=O)%17CC%16)=O)=O)=O)=O)=O)C#N)F,DSTR00098,,,,"[68Ga]Ga-DOTA-FAPI-FUSCC-Tri is a diagnostic radiopharmaceutical targeting fibroblast activation protein (FAP), consisting of the radionuclide Gallium-68 (Ga-68) complexed with a trimeric FAPI-derivative ligand, indicated for the PET/CT imaging diagnosis and staging of various FAP-expressing solid tumors.",,,,,,
RDC00099,[177Lu]Lu-DOTA-FAPI-FUSCC-Tri,177Lu-DOTA-FAPI-FUSCC-Tri,Preclinical,Treatment,41349041,10.1021/acs.jmedchem.5c01873,FC1(C[C@H](N(C1)C(CNC(C2=CC=NC3=CC=C(C=C32)OCCCN4CCN(CC4)C(CC[C@@H](C(N[C@@H](CCC(N5CCN(CC5)CCCOC6=CC=C7C(C(C(NCC(N8[C@@H](CC(F)(C8)F)C#N)=O)=O)=CC=N7)=C6)=O)C(N9CCN(CCCOC%10=CC=C%11C(C(C(NCC(N%12CC(F)(C[C@H]%12C#N)F)=O)=O)=CC=N%11)=C%10)CC9)=O)=O)NC(C[N@]%13%14CC[N]%15%16CC(O[177Lu+3]%15%13%17%18%19[N](CC(O%18)=O)(CC%14)CC[N](CC(O%19)=O)%17CC%16)=O)=O)=O)=O)=O)C#N)F,DSTR00099,,,,"[177Lu]Lu-DOTA-FAPI-FUSCC-Tri is a therapeutic radiopharmaceutical targeting fibroblast activation protein (FAP), consisting of the radionuclide Lutetium-177 (Lu-177) complexed with a trimeric FAPI-derivative ligand, indicated for the targeted radionuclide therapy (TRT) of various FAP-expressing solid tumors.",,,,,,
RDC00100,[68Ga]Ga-D0103,68Ga-D0103,Preclinical,Diagnosis,40540027,10.1007/s00259-025-07408-7,,,,,,"[68Ga]Ga-D0103 is a diagnostic radiopharmaceutical targeting fibroblast activation protein (FAP), consisting of the radionuclide Gallium-68 (Ga-68) complexed with the optimized D0103 (a FAPI-derivative) ligand, indicated for the PET/CT imaging diagnosis and tumor microenvironment evaluation of various FAP-expressing solid tumors.","68Ga-radiolabeling was done by mixing a solution of sodium acetate (30 µL, 155 mg/mL in water) and 300 µL of generator eluate (80–85 MBq) with either 10 µg (for in vivo imaging) or 25 µg (for ex vivo biodistribution studies) of D0103 or Trivehexin. The mixture was incubated at 95°C for 15 min. Sodium acetate (100 µL) was then added to raise the pH to ~ 6.",,,,,
RDC00101,[68Ga]Ga-Trivehexin,Ga-68-Trivehexin,Approved,Diagnosis,34559266,10.1007/s00259-021-05559-x,,,,,,"[68Ga]Ga-Trivehexin is a PET radiotracer that specifically binds to the αvβ6-integrin receptor overexpressed on certain tumor and fibrotic cells, enabling targeted visualization and localization of these tissues via positron emission tomography.","Radiolabeling for preclinical experiments and determination of n-octanol–PBS distribution coefficients (log D7.4) was done as described . Applying this protocol, 5 nmol (0.5 nmol for cellular assays in order to maximize molar activity) of TRAP(AvB6)3 or Trivehexin were labeled with 68 Ga at pH 2, resulting RCY > 95%.",>95%,0.99,,,
RDC00102,[90Y]Y-3PRGD2,90Y-3PRGD2,Preclinical,Treatment,21247151,10.1021/mp100403y,,,,,,"[90Y]Y-3PRGD2 is a targeted radiotherapeutic agent that binds specifically to integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, delivering localized beta-radiation to induce DNA damage and inhibit tumor growth.","For 111In and 90Y radiolabeling, 74-370 MBq of111InCl3 or 90YCl3 was diluted in 300μL of 0.1 M sodium acetate buffer (pH 5.2) and added to the DOTA-peptide conjugates (5 μg ofpeptide per mCi of111InCl3 or 90YCl3).",,＞98%,7.4~14.8 mBq/nmol,,
RDC00103,[111In]In-3PRGD2,111In-3PRGD2,Preclinical,Diagnosis,21247151,10.1021/mp100403y,,,,,,"[111In]In-3PRGD2 is a SPECT radiotracer that specifically binds to integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, enabling non-invasive tumor imaging, localization, and dosimetry assessment via gamma-ray detection",,,＞98%,7.4~14.8 mBq/nmol,,
RDC00104,[111In]In-DOTA-RGD4,111In-RGD4,Preclinical,Diagnosis,21247151,10.1021/mp100403y,,,,,,"[111In]In-RGD4 is a SPECT radiotracer consisting of a tetrameric RGD peptide that specifically binds with high affinity to integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, enabling non-invasive, targeted tumor imaging and angiogenesis assessment via gamma camera detectionNational Center for Biotechnology Information",,,＞98%,7.4~14.8 mBq/nmol,,
RDC00105,[90Y]Y-DOTA-RGD4,90Y-RGD4,Preclinical,Treatment,21247151,10.1021/mp100403y,,,,,,"[90Y]Y-RGD4 is a targeted radiotherapeutic peptide radioconjugate that selectively binds to integrin αvβ3 overexpressed in tumor neovasculature and cancer cells, delivering cytotoxic β‑radiation to induce DNA damage and suppress tumor growth and angiogenesis.",,,＞98%,7.4~14.8 mBq/nmol,,
RDC00106,[99mTc]Tc-(RGD)6,99mTc-(RGD)6,Preclinical,Diagnosis,40083181,10.1021/acs.jmedchem.4c03007,,,,,,"[99mTc]Tc-(RGD)6 is a SPECT radiotracer consisting of a hexameric RGD peptide that binds with high avidity to integrin αvβ₃ overexpressed on tumor neovasculature and cancer cells, enabling non-invasive, targeted tumor imaging and angiogenesis assessment via gamma-ray detection.",,,0.95,,,
RDC00107,[99mTc]Tc-(RGD)4,99mTc-(RGD)4 ,Preclinical,Diagnosis,40083181,10.1021/acs.jmedchem.4c03007,,,,,,"[99mTc]Tc-(RGD)4 is a SPECT radiotracer that specifically targets integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, allowing non-invasive tumor imaging and evaluation of angiogenesis through gamma camera detection.",,25±1%(n=4),0.95,,,
RDC00110,[211At]At-(RGD)4,211At-(RGD)4,Preclinical,Treatment,40083181,10.1021/acs.jmedchem.4c03007,,,,,,"[211At]At-(RGD)4 is an alpha-emitting radiotherapeutic agent that selectively targets integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, delivering high-linear-energy-transfer alpha radiation to induce lethal DNA damage and inhibit tumor growth",,20±8%(n=3),0.95,,,
RDC00111,[68Ga]Ga-DOTA-5G,68Ga-DOTA-5G,Phase 1,Diagnosis,36207137,10.2967/jnumed.122.264749,,,,,,"[68Ga]Ga-DOTA-5G is a PET radiopharmaceutical that targets integrin αvβ6, a receptor overexpressed in many epithelial cancers . It is used for non-invasive tumor imaging, staging, and theranostic planning","Gallium-68 was eluted from a 68Ge/68Ga generator ((Eckert and Ziegler, Berlin, Germany) using 5 mL of 0.1 N HCl, and 1.5 mL fraction containing the bulk radioactivity was used. Radiolabeling was conducted at pH 4.0 in 1M HEPES buffer.",0.45,0.98,,,
RDC00112,[68Ga]Ga-DOTA-ABM-5G,68Ga-DOTA-ABM-5G,Preclinical,Diagnosis,36207137,10.2967/jnumed.122.264749,,,,,,[68Ga]GaDOTA-ABM-5G is a PET radiotracer that specifically targets integrin αvβ6 overexpressed in various epithelial tumors for non-invasive tumor imaging and disease staging,"Gallium-68 was eluted from a 68Ge/68Ga generator ((Eckert and Ziegler, Berlin, Germany) using 5 mL of 0.1 N HCl, and 1.5 mL fraction containing the bulk radioactivity was used. Radiolabeling was conducted at pH 4.0 in 1M HEPES buffer.",0.53,0.99,,,
RDC00113,[177Lu]Lu-DOTA-5G,"177Lu-DOTA-5G, 177Lu-1",Preclinical,Treatment,36207137,10.2967/jnumed.122.264749,,,,,,"[177Lu]Lu-DOTA-5G is a targeted radiotherapeutic that selectively binds to integrin αvβ6 overexpressed on tumor cells, delivering cytotoxic beta radiation to induce DNA damage and suppress tumor growth","Radiolabeling of peptides 1 and 2 with lutetium-177 (ITM (Garching, Germany) was conducted at pH 5.0 in 0.1 M sodium acetate buffer by adding 1 (44 μg) or 2 (46 μg) to [177Lu]LuCl3 (a 148 MBq aliquot of the commercial [177Lu]LuCl3 in 0.04 N HCl in 100-150 μL buffer) and ascorbic acid (25 μL of a 5 mg/mL aq. solution).",0.99,0.98,,,
RDC00114,[177Lu]Lu-DOTA-ABM-5G,177Lu-DOTA-ABM-5G,Phase 1,Treatment,36207137,10.2967/jnumed.122.264749,,,,,,"[177Lu]Lu-DOTA-ABM-5G is a targeted radiotherapeutic agent that specifically binds to integrin αvβ6 overexpressed in epithelial tumors, delivering cytotoxic beta-radiation to induce DNA damage and inhibit tumor proliferation","Radiolabeling of peptides 1 and 2 with lutetium-177 (ITM (Garching, Germany) was conducted at pH 5.0 in 0.1 M sodium acetate buffer by adding 1 (44 μg) or 2 (46 μg) to [177Lu]LuCl3 (a 148 MBq aliquot of the commercial [177Lu]LuCl3 in 0.04 N HCl in 100-150 μL buffer) and ascorbic acid (25 μL of a 5 mg/mL aq. solution).",0.99,0.97,,,
RDC00115,[68Ga]NODAGA-RGD,1SG7VTQ3VS;(68GA)NODAGA-RGD;NODAGA-RGD GALLIUM GA-68,Phase 1/2,Diagnosis,21487838,10.1007/s00259-011-1778-0,,,,165411933,377309090,"[68Ga]NODAGA-RGD is a PET radiotracer that binds specifically to integrin αvβ3 overexpressed in tumor neovasculature, enabling non-invasive imaging of angiogenesis and tumor localization",to 10 μl NODAGA-RGD (1 μg/μl in water) 60 μl 1.9 M sodium acetate solution and 300 μl 68GaCl3 of the main fraction of the generator eluate (approx. 100–200 MBq in 0.1 M HCl) were added. The solution was allowed to react for 15 min at room temperature.,,>96%,10-20 TBq/nmol,,
RDC00116,[68Ga]Ga-DOTA-RGD,[68Ga]DOTA-RGD,Preclinical,Diagnosis,21487838,10.1007/s00259-011-1778-0,,,,,,"[68Ga]Ga-DOTA-RGD is a PET radiotracer that specifically targets integrin αvβ3 overexpressed in tumor neovasculature, allowing non-invasive imaging of tumor angiogenesis and tumor localization",to 10 μl NODAGA-RGD (1 μg/μl in water) 60 μl 1.9 M sodium acetate solution and 300 μl 68GaCl3 of the main fraction of the generator eluate (approx. 100–200 MBq in 0.1 M HCl) were added. The solution was allowed to react for 15 min at room temperature.,,>96%,,,
RDC00117,[64Cu]Cu-DOTA-E{E[c(RGDyK)]2}2,64Cu-DOTA-E{E[c(RGDyK)]2}2,Preclinical,Diagnosis,17574975,10.2967/jnumed.107.039859,,,,,,"[64Cu]Cu-DOTA-E{E[c(RGDyK)]2}2 is a multimeric RGD-based PET radiotracer that binds with high affinity to integrin αvβ3 overexpressed in tumor vasculature, enabling non-invasive imaging of tumor angiogenesis and tumor characterization","In brief, 20 mLof 64CuCl2 (74 MBq in 0.1N HCl) were diluted in 400 mL of 0.1 mol/L sodium acetate buffer (pH 6.5) and added to the DOTA-RGD multimer (a 1 mg/mL
solution of peptide was made and separated into aliquots; 5 mgof DOTA-RGD tetramer and 10 mg of DOTA-RGD octamer per 37 MBq of 64Cu were used for the labeling). The reaction mixture was incubated for 1 h at 50 C.",,>98%,23 MBq/nmol,,
RDC00118,[64Cu]Cu-DOTA-E(E{E[c(RGDyK)]2}2)2,64Cu-DOTA-E(E{E[c(RGDyK)]2}2)2,Preclinical,Diagnosis,17574975,10.2967/jnumed.107.039859,,,,,,[64Cu]Cu-DOTA-E(E{E[c(RGDyK)]2}2)2 is a multimeric RGD-conjugated PET radiotracer that targets integrin αvβ3 in tumor neovasculature for non-invasive imaging of angiogenesis and tumor progression,,,,,,
RDC00119,[68Ga]Ga-NGR-RGD,68Ga-NGR-RGD ,Preclinical,Diagnosis,31829615,10.1021/acs.molpharmaceut.9b01134,,,,,,"[68Ga]Ga-NGR-RGD is a dual-targeting PET radiotracer that binds to both CD13 and integrin αvβ3 overexpressed in tumor neovasculature, enabling enhanced tumor imaging and angiogenesis evaluation","In brief, 2 μL of NGR-RGD, NOTA-c(RGDyK) or NOTA-c(KNGRE) (2 mM) was added to 150 μL buffer (0.25 M sodium acetate, pH 6.8). Subsequently, 500 μL [68Ga]GaCl3 in 0.05 M HCl (180–400 MBq) was added and mixed. The final pH of the reaction mixture was approximately 4.0. Then, the reaction mixture was heated to 90°C and reacted for 5 min. After cooling to room temperature, 68Ga-NGR-RGD, 68Ga-NOTA-c(RGDyK) (denoted as 68Ga-RGD), and 68Ga-NOTA-c(KNGRE) (denoted as 68Ga-NGR) were obtained and used for the subsequent studies without",0.99,,45-100 MBq/nmol,,
RDC00120,[68Ga]Ga-sCD146,68Ga-sCD146,Preclinical,Diagnosis,34571954,10.3390/cells10092305,,,,,,"[68Ga]Ga-sCD146 is a PET radiotracer that targets angiomotin (AMOT) by binding to its ligand CD146, enabling non-invasive imaging of angiogenesis and tumor neovascularization","gallium-68 chloride (68GaCl3, 200.7 ± 41 MBq/500 µL) was buffered with a fresh 2M ammonium acetate solution (pH 7.4) and 10 µg of RGD2 precursor (catalogue number 9804, purchased at ABX, Radeberg, Germany) was added. The reaction mixture was stirred at room temperature for 15 min.",,,,,
