reference_id,title,journal,publication_date,volume,issue,pages,doi,pmid,url,notes,created_at,updated_at
RE00988,"Targeting of HER2-expressing tumors with a site-specifically 99mTc-labeled recombinant affibody molecule, ZHER2:2395, with C-terminally engineered cysteine","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2009-04-16,50,5,781-9,10.2967/jnumed.108.056929,,https://doi.org/10.2967/jnumed.108.056929,,,
RE00989,Influence of nuclides and chelators on imaging using affibody molecules: comparative evaluation of recombinant affibody molecules site-specifically labeled with ⁶⁸Ga and ¹¹¹In via maleimido derivatives of DOTA and NODAGA,Bioconjugate chemistry,2013-06-05,24,6,1102-9,10.1021/bc300678y,,https://doi.org/10.1021/bc300678y,,,
RE00990,"Design, synthesis and biological evaluation of a multifunctional HER2-specific Affibody molecule for molecular imaging",European journal of nuclear medicine and molecular imaging,2009-06-06,36,11,1864-73,10.1007/s00259-009-1176-z,,https://doi.org/10.1007/s00259-009-1176-z,,,
RE00991,Evaluation of a maleimido derivative of NOTA for site-specific labeling of affibody molecules,Bioconjugate chemistry,2011-04-12,22,5,894-902,10.1021/bc100470x,,https://doi.org/10.1021/bc100470x,,,
RE00992,"Evaluation of a 1,4,7,10-tetraazacyclododecane-1,4,7,10-tetraacetic acid-conjugated bombesin-based radioantagonist for the labeling with single-photon emission computed tomography, positron emission tomography, and therapeutic radionuclides",Clin Cancer Res,2009-08-15,15,16,52400-9,10.1158/1078-0432.CCR-08-3145,,https://doi.org/10.1158/1078-0432.ccr-08-3145,,,
RE00993,"Design, Synthesis, In Vitro, and Initial In Vivo Evaluation of Heterobivalent Peptidic Ligands Targeting Both NPY(Y?)- and GRP-Receptors-An Improvement for Breast Cancer Imaging?",Pharmaceuticals (Basel),2018-07-04,11,3,65,10.3390/ph11030065,29973529,https://doi.org/10.3390/ph11030065,,,
RE00994,Prospective Study of the Radiolabeled GRPR Antagonist BAY86-7548 for Positron Emission Tomography/Computed Tomography Imaging of Newly Diagnosed Prostate Cancer,Eur Urol Oncol,2019-03-01,2,2,166-173,10.1016/j.euo.2018.08.011,,https://doi.org/10.1016/j.euo.2018.08.011,,,
RE00995,Synthesis and characterization of a high-affinity NOTA-conjugated bombesin antagonist for GRPR-targeted tumor imaging,Bioconjug Chem,2013-07-17,24,7,1144-53,10.1021/bc300659k,,https://doi.org/10.1021/bc300659k,,,
RE00996,"Side-by-side comparison of the two widely studied GRPR radiotracers, radiolabeled NeoB and RM2, in a preclinical setting",Eur J Nucl Med Mol Imaging,2023-11-01,50,13,3851-3861,10.1007/s00259-023-06364-4,,https://doi.org/10.1007/s00259-023-06364-4,,,
RE00997,Comparative evaluation of radiolabeled bombesin analogs [177Lu]Lu-AMBA and [177Lu]Lu-RM2 for targeting GRPR in glioblastoma model,Nucl Med Biol,2025-07-01,146,147,109041,10.1016/j.nucmedbio.2025.109041,,https://doi.org/10.1016/j.nucmedbio.2025.109041,,,
RE00998,Two Novel [68Ga]Ga-Labeled Radiotracers Based on Metabolically Stable [Sar11]RM26 Antagonistic Peptide for Diagnostic Positron Emission Tomography Imaging of GRPR-Positive Prostate Cancer,ACS Omega,2024-04-10,9,16,18608-18616,10.1021/acsomega.4c01348,,https://doi.org/10.1021/acsomega.4c01348,,,
RE00999,Copper-67-Labeled Bombesin Peptide for Targeted Radionuclide Therapy of Prostate Cancer,Pharmaceuticals (Basel),2022-06-08,15,6,728,10.3390/ph15060728,,https://doi.org/10.3390/ph15060728,,,
RE01000,A Radiotracer for Molecular Imaging and Therapy of Gastrin-Releasing Peptide Receptor-Positive Prostate Cancer,J Nucl Med,2022-03-01,63,3,424-430,10.2967/jnumed.120.257758,,https://doi.org/10.2967/jnumed.120.257758,,,
RE01001,[99mTc]Tc-HYNIC-RM2: A potential SPECT probe targeting GRPR expression in prostate cancers,Nucl Med Biol,2023-03-01,118,119,108331,10.1016/j.nucmedbio.2023.108331,,https://doi.org/10.1016/j.nucmedbio.2023.108331,,,
RE01002,"The GRPR Antagonist [99mTc]Tc-maSSS-PEG2-RM26 towards Phase I Clinical Trial: Kit Preparation, Characterization and Toxicity",Diagnostics (Basel),2023-05-02,13,9,1611,10.3390/diagnostics13091611,,https://doi.org/10.3390/diagnostics13091611,,,
RE01003,Preclinical evaluation of new GRPR-antagonists with improved metabolic stability for radiotheranostic use in oncology,EJNMMI Radiopharm Chem,2024-02-16,9,1,13,10.1186/s41181-024-00242-6,,https://doi.org/10.1186/s41181-024-00242-6,,,
RE01004,Radiometal Complexes as Pharmacokinetic Modifiers: A Potent 68Ga-Labeled Gastrin-Releasing Peptide Receptor Antagonist Based on the Macrocyclic Metal Chelator NODIA-Me,Mol Pharm,2023-12-04,20,12,6463-6473,10.1021/acs.molpharmaceut.3c00852,,https://doi.org/10.1021/acs.molpharmaceut.3c00852,,,
RE01005,Design and synthesis of GRPR-targeted PET probes based on Dar derivatives for imaging of prostate cancer,Nanomedicine,2025-07-01,67,,102829,10.1016/j.nano.2025.102829,,https://doi.org/10.1016/j.nano.2025.102829,,,
RE01006,Design and synthesis of GRPR-targeted PET probes based on Dar derivatives for imaging of prostate cancer,Nanomedicine,2025-07-01,67,,102829,10.1016/j.nano.2025.102829,,https://doi.org/10.1016/j.nano.2025.102829,,,
RE01007,PET Probes for Preclinical Imaging of GRPR-Positive Prostate Cancer: Comparative Preclinical Study of [68Ga]Ga-NODAGA-AMBA and [44Sc]Sc-NODAGA-AMBA,Int J Mol Sci,2022-09-02,23,17,10061,10.3390/ijms231710061,,https://doi.org/10.3390/ijms231710061,,,
RE01008,Preclinical Characterisation of PSMA/GRPR-Targeting Heterodimer [68Ga]Ga-BQ7812 for PET Diagnostic Imaging of Prostate Cancer: A Step towards Clinical Translation,Cancers (Basel),2023-01-10,15,2,442,10.3390/cancers15020442,,https://doi.org/10.3390/cancers15020442,,,
RE01009,Design and Synthesis of 68Ga-Labeled Peptide-Based Heterodimers for Dual Targeting of NTS1 and GRPR,ChemMedChem,2025-05-05,20,9,e202400843,10.1002/cmdc.202400843,,https://doi.org/10.1002/cmdc.202400843,,,
RE01010,Preclinical Investigation of [212Pb]Pb-DOTAM-GRPR1 for Peptide Receptor Radionuclide Therapy in a Prostate Tumor Model,J Nucl Med,2024-11-01,65,11,1769-1775,10.2967/jnumed.124.268101,,https://doi.org/10.2967/jnumed.124.268101,,,
RE01011,68Ga-Labeled [Leu13肉Thz14]Bombesin(7-14) Derivatives: Promising GRPR-Targeting PET Tracers with Low Pancreas Uptake,Molecules,2022-06-11,27,12,3777,10.3390/molecules27123777,,https://doi.org/10.3390/molecules27123777,,,
RE01012,Choice of an Optimal Modular Strategy for the Synthesis of DOTA-Containing Heterobivalent Agents Targeting PSMA and GRPr,Bioconjug Chem,2025-04-16,36,4,748-761,10.1021/acs.bioconjchem.5c00033,,https://doi.org/10.1021/acs.bioconjchem.5c00033,,,
RE01013,GRPR-Antagonists Carrying DOTAGA-Chelator via Positively Charged Linkers: Perspectives for Prostate Cancer Theranostics,Pharmaceutics,2024-04-08,16,4,513,10.3390/pharmaceutics16040513,,https://doi.org/10.3390/pharmaceutics16040513,,,
RE01014,Diagnosis of Prostate Cancer with a Neurotensin-Bombesin Radioligand Combination-First Preclinical Results,Pharmaceutics,2024-09-19,16,9,1223,10.3390/pharmaceutics16091223,,https://doi.org/10.3390/pharmaceutics16091223,,,
RE01015,Novel GRPR-Targeting Peptide for Pancreatic Cancer Molecular Imaging in Orthotopic and Liver Metastasis Mouse Models,Anal Chem,2023-08-01,95,30,11429-11439,10.1021/acs.analchem.3c01765,,https://doi.org/10.1021/acs.analchem.3c01765,,,
RE01016,First-in-Human Serum Stability Studies of [177Lu]Lu-AMTG: A Step Toward Improved GRPR-Targeted Radiopharmaceutical Therapy,J Nucl Med,2025-06-02,66,6,896-899,10.2967/jnumed.124.269132,,https://doi.org/10.2967/jnumed.124.269132,,,
RE01017,Development of Novel Gastrin-Releasing Peptide Receptor-Targeted Radioligand with Albumin Binder to Improve Accumulation in Tumor,ACS Med Chem Lett,2025-04-25,16,5,797-803,10.1021/acsmedchemlett.5c00032,,https://doi.org/10.1021/acsmedchemlett.5c00032,,,
RE01018,[113mIn]In-AMBA: A Novel Diagnostic Agent for SPECT Imaging of GRPR-Expressing Tumors,Nucl Med Mol Imaging,2025-04-01,59,2,125-134,10.1007/s13139-025-00906-4,,https://doi.org/10.1007/s13139-025-00906-4,,,
RE01019,"RM2 and DB15 analogues bearing [177Lu]Lu-DOTAGA via different linkers, as radiotherapeutics: a head-to-head comparative study",EJNMMI Radiopharm Chem,2025-07-31,10,1,50,10.1186/s41181-025-00374-3,,https://doi.org/10.1186/s41181-025-00374-3,,,
RE01020,"Safety of [177Lu]Lu-NeoB treatment: a preclinical study characterizing absorbed dose and acute, early, and late organ toxicity",Eur J Nucl Med Mol Imaging,2022-11-01,49,13,4440-4451,10.1007/s00259-022-05926-2,,https://doi.org/10.1007/s00259-022-05926-2,,,
RE01021,Synthesis and Preclinical Evaluation of a Bispecific PSMA-617/RM2 Heterodimer Targeting Prostate Cancer,ACS Med Chem Lett,2024-10-18,15,11,1970-1978,10.1021/acsmedchemlett.4c00324,,https://doi.org/10.1021/acsmedchemlett.4c00324,,,
RE01022,Optimization of the Pharmacokinetic Profile of [99mTc]Tc-N4-Bombesin Derivatives by Modification of the Pharmacophoric Gln-Trp Sequence,Pharmaceuticals (Basel),2022-09-10,15,9,1133,10.3390/ph15091133,,https://doi.org/10.3390/ph15091133,,,
RE01023,Novel 177Lu-Labeled [Thz14]Bombesin(6-14) Derivatives with Low Pancreas Accumulation for Targeting Gastrin-Releasing Peptide Receptor-Expressing Cancer,Pharmaceuticals (Basel),2025-03-23,18,4,449,10.3390/ph18040449,,https://doi.org/10.3390/ph18040449,,,
RE01024,Development and biodistribution studies of 77As-labeled trithiol RM2 bioconjugates for prostate cancer: Comparison of [77As]As-trithiol-Ser-Ser-RM2 vs. [77As]As-trithiol-Glu-Ser-RM2,Nucl Med Biol,2022-05-01,108,109,61-69,10.1016/j.nucmedbio.2022.03.003,,https://doi.org/10.1016/j.nucmedbio.2022.03.003,,,
RE01025,Synthesis and Evaluation of 68Ga- and 177Lu-Labeled [Pro14]bombesin(8-14) Derivatives for Detection and Radioligand Therapy of Gastrin-Releasing Peptide Receptor-Expressing Cancer,Mol Pharm,2024-12-02,21,12,6385-6397,10.1021/acs.molpharmaceut.4c00952,,https://doi.org/10.1021/acs.molpharmaceut.4c00952,,,
RE01026,"Imaging Properties and Tumor Targeting of 68Ga-NeoBOMB1, a Gastrin-Releasing Peptide Receptor Antagonist, in GIST Patients",Biomedicines,2022-11-11,10,11,2899,10.3390/biomedicines10112899,,https://doi.org/10.3390/biomedicines10112899,,,
RE01027,The Balance Between the Therapeutic Efficacy and Safety of [177Lu]Lu-NeoB in a Preclinical Prostate Cancer Model,Mol Imaging Biol,2024-02-01,26,1,114-123,10.1007/s11307-023-01851-4,,https://doi.org/10.1007/s11307-023-01851-4,,,
RE01028,Towards Dual-Tracer SPECT for Prostate Cancer Imaging Using [99mTc]Tc-PSMA-I&S and [111In]In-RM2,Pharmaceuticals (Basel),2025-07-03,18,7,1002,10.3390/ph18071002,,https://doi.org/10.3390/ph18071002,,,
RE01029,"64Cu-SAR-Bombesin PET-CT Imaging in the Staging of Estrogen/Progesterone Receptor Positive, HER2 Negative Metastatic Breast Cancer Patients: Safety, Dosimetry and Feasibility in a Phase I Trial",Pharmaceuticals (Basel),2022-06-22,15,7,772,10.3390/ph15070772,,https://doi.org/10.3390/ph15070772,,,
RE01030,Theranostic Potential of the iPSMA-Bombesin Radioligand in Patients with Metastatic Prostate Cancer: A Pilot Study,Pharmaceutics,2024-10-24,16,11,1358,10.3390/pharmaceutics16111358,,https://doi.org/10.3390/pharmaceutics16111358,,,
RE01031,"Comparative study of 64Cu/NOTA-[D-Tyr6,βAla11,Thi13,Nle14]BBN(6-14) monomer and dimers for prostate cancer PET imaging",EJNMMI Res,2012-02-14,2,8,,10.1186/2191-219X-2-8,,https://doi.org/10.1186/2191-219x-2-8,,,
RE01032,Preclinical comparison of Al18F- and 68Ga-labeled gastrin-releasing peptide receptor antagonists for PET imaging of prostate cancer,J Nucl Med,2014-12-01,55,12,18415,10.2967/jnumed.114.141143,,https://doi.org/10.2967/jnumed.114.141143,,,
RE01033,"Molecular imaging investigations of a 67Ga/64Cu labeled bivalent ligand, [RGD-Glu-(DO3A)-6-Ahx RM2], targeting GRPR/avβ3 biomarkers: a comparative study",,2016-01-01,104,7,499–512,10.1515/ract-2015-2519,,,,,
RE01034,Preclinical evaluation of a novel 111In-labeled bombesin homodimer for improved imaging of GRPR-positive prostate cancer,Mol Pharm,2013-05-06,10,5,1716-24,10.1021/mp3005462,,https://doi.org/10.1021/mp3005462,,,
RE01035,"Novel radiolabeled peptides for breast and prostate tumor PET imaging: (64)Cu/and (68)Ga/NOTA-PEG-[D-Tyr(6),βAla(11),Thi(13),Nle(14)]BBN(6-14)",Bioconjug Chem,2012-08-15,23,8,1687-93,10.1021/bc3002437,,https://doi.org/10.1021/bc3002437,,,
RE01036,"Novel radiolabeled peptides for breast and prostate tumor PET imaging: (64)Cu/and (68)Ga/NOTA-PEG-[D-Tyr(6),βAla(11),Thi(13),Nle(14)]BBN(6-14)",Bioconjug Chem,2012-08-15,23,8,1687-93,10.1021/bc3002437,,https://doi.org/10.1021/bc3002437,,,
RE01037,"[(99m)Tc]Demomedin C, a radioligand based on human gastrin releasing peptide(18-27): synthesis and preclinical evaluation in gastrin releasing peptide receptor-expressing models ",J Med Chem,2012-10-11,55,19,8364-74,dx.doi.org/10.1021/jm300741f,,https://doi.org/10.1021/jm300741f,,,
RE01038,Synthesis and Evaluation of 177Lu-DOTA-DN(PTX)-BN for Selective and Concomitant Radio and Drug-Therapeutic Effect on Breast Cancer Cells,Polymers (Basel),2019-09-27,11,10,1572,10.3390/polym11101572,,https://doi.org/10.3390/polym11101572,,,
RE01039,Localization of 99mTc-GRP Analogs in GRPR-Expressing Tumors: Effects of Peptide Length and Neprilysin Inhibition on Biological Responses,Pharmaceuticals (Basel),2019-03-20,12,1,42,10.3390/ph12010042,,https://doi.org/10.3390/ph12010042,,,
RE01040,PESIN multimerization improves receptor avidities and in vivo tumor targeting properties to GRPR-overexpressing tumors,Bioconjug Chem,2014-03-19,25,3,489-500,10.1021/bc4004662,,https://doi.org/10.1021/bc4004662,,,
RE01041,N-terminal modifications improve the receptor affinity and pharmacokinetics of radiolabeled peptidic gastrin-releasing peptide receptor antagonists: examples of 68Ga- and 64Cu-labeled peptides for PET imaging,J Nucl Med,2014-10-01,55,10,1719-25,10.2967/jnumed.114.141242,,https://doi.org/10.2967/jnumed.114.141242,,,
RE01042,A novel peptide targeting gastrin releasing peptide receptor for pancreatic neoplasm detection,Biomater Sci,2020-05-06,8,9,2682-2693,10.1039/d0bm00162g,,https://doi.org/10.1039/d0bm00162g,,,
RE01043,Bombesin antagonist-based radioligands for translational nuclear imaging of gastrin-releasing peptide receptor-positive tumors,J Nucl Med,2011-12-01,52,12,25781,10.2967/jnumed.111.094375,,https://doi.org/10.2967/jnumed.111.094375,,,
RE01044,Characterization and evaluation of DOTA-conjugated Bombesin/RGD-antagonists for prostate cancer tumor imaging and therapy,Nucl Med Biol,2015-02-01,42,2,99-108,10.1016/j.nucmedbio.2014.10.002,,https://doi.org/10.1016/j.nucmedbio.2014.10.002,,,
RE01045,Evaluation of 64Cu-labeled bifunctional chelate-bombesin conjugates,Bioconjug Chem,2011-08-17,22,8,1729-35,10.1021/bc2002665,,https://doi.org/10.1021/bc2002665,,,
RE01046,PET imaging of prostate tumors with 18F-Al-NOTA-MATBBN,Contrast Media Mol Imaging,2014-09-01,9,5,342-8,10.1002/cmmi.1583,,https://doi.org/10.1002/cmmi.1583,,,
RE01047,Application of (99m)Technetium-HYNIC(tricine/TPPTS)-Aca-Bombesin(7-14) SPECT/CT in prostate cancer patients: a first-in-man study,Nucl Med Biol,2013-10-01,40,7,933-8,10.1016/j.nucmedbio.2013.05.009,,https://doi.org/10.1016/j.nucmedbio.2013.05.009,,,
RE01049,Targeted radiotherapy of prostate cancer with a gastrin-releasing peptide receptor antagonist is effective as monotherapy and in combination with rapamycin,J Nucl Med,2013-05-01,54,5,762-9,10.2967/jnumed.112.112169,,https://doi.org/10.2967/jnumed.112.112169,,,
RE01050,"Synthesis and radiopharmacological evaluation of ??Cu-labeled bombesin analogs featuring a bis(2-pyridylmethyl)-1,4,7-triazacyclononane chelator",Eur J Med Chem,2013-01-01,70,,434-46,10.1016/j.ejmech.2013.10.013,,https://doi.org/10.1016/j.ejmech.2013.10.013,,,
RE01051,The effect of mini-PEG-based spacer length on binding and pharmacokinetic properties of a 68Ga-labeled NOTA-conjugated antagonistic analog of bombesin,Molecules,2014-07-17,19,7,10455-72,10.3390/molecules190710455?,,https://doi.org/10.3390/molecules190710455,,,
RE01052,Comparative in vitro and in vivo evaluation of two 64Cu-labeled bombesin analogs in a mouse model of human prostate adenocarcinoma,Nucl Med Biol,2006-04-01,33,3,371-80,10.1016/j.nucmedbio.2005.12.011,,https://doi.org/10.1016/j.nucmedbio.2005.12.011,,,
RE01053,Preclinical comparison of Al18F- and 68Ga-labeled gastrin-releasing peptide receptor antagonists for PET imaging of prostate cancer,J Nucl Med,2014-12-01,55,12,54940,10.2967/jnumed.114.141143,,https://doi.org/10.2967/jnumed.114.141143,,,
RE01054,"Receptor-binding, biodistribution, dosimetry, and micro-SPECT/CT imaging of 111In-[DTPA(1), Lys(3), Tyr(4)]-bombesin analog in human prostate tumor-bearing mice",Cancer Biother Radiopharm,2009-08-01,24,4,435-43,10.1089/cbr.2008.0616,,https://doi.org/10.1089/cbr.2008.0616,,,
RE01055,In vitro evaluation of (99m)Tc-EDDA/tricine-HYNIC-Q-Litorin in gastrin-releasing peptide receptor positive tumor cell lines,J Drug Target,2013-05-01,21,4,383-8,10.3109/1061186X.2012.757772,,https://doi.org/10.3109/1061186x.2012.757772,,,
RE01057,In vitro and in vivo evaluation of 64Cu-labeled SarAr-bombesin analogs in gastrin-releasing peptide receptor-expressing prostate cancer,J Nucl Med,2011-03-01,52,3,470-7,10.2967/jnumed.110.082826,,https://doi.org/10.2967/jnumed.110.082826,,,
