activity_id,drug_id,pmid,doi,clinical_trial_number,indication,patients,frequency,dosage,clinical_endpoint,endpoint_period,purpose,results_description,efficacy_description,security_indicators,adverse_events_summary,created_at,updated_at
HU0513,RDC01237,27587707,10.2967/jnumed.116.178228,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,,6.0 GBq,Efficacy,,To evaluate the effect of different pretherapeutic parameters on the therapeutic response measured by prostate-specific antigen (PSA) 2 mo after RLT.,"In the univariate analysis, younger age, higher levels of γ-glutamyl transferase, lower pretherapeutic hemoglobin, a higher Gleason score, a higher number of platelets, higher C-reactive protein, regular need for pain medication, and higher lactate dehydrogenase had a negative impact on the therapeutic response",A PSA decline of more than 50% was observed significantly more in patients without a regular need for analgesics.,"Complete blood counts, renal and liver function assessments, previous therapies, pain medication, and SUVs ",,,
HU0514,RDC01237,27765862,10.2967/jnumed.116.183194,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,1-4 cycles,2-8 GBq,biochemical response,,To evaluate efficacy and safety of 177Lu-PSMA-617 in a large cohort of patients.,"Grade 3-4 hematotoxicity occurred in 18 patients: 10%, 4%, and 3% of the patients experienced anemia, thrombocytopenia, and leukopenia, respectively. Xerostomia occurred in 8%.",[177]Lu-PSMA-617 RLT demonstrates favorable safety and high efficacy,,,,
HU0515,RDC01237,27056618,10.2967/jnumed.116.173757,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,, 5.9±0.5 GBq,PSA response,,To evaluate the response to and tolerability of a single dose of [177]Lu-PSMA-617 in a large cohort of patients with mCRPC.,"47 patients (64%) showed a PSA decline, including 23 (31%) with a decline by more than 50%.",Radioligand therapy with [177]Lu-PSMA-617 is safe and well tolerated and has a considerable effect on PSA level.,"hematologic parameters, renal scintigraphy, clinical data, and the prostate-specific antigen (PSA) level at baseline and 8 wk after therapy application.",,,
HU0516,RDC01237,27088387,10.1097/RLU.0000000000001240,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,,,PSA response,59%,"To evaluate tumor response, adverse effects, and survival in patients undergoing radioligand therapy with Lu-PSMA-617.",Any PSA decline occurred in 59%  of patients after 1 and 2 therapies.,radioligand therapy with Lu-PSMA-617 is effective and well tolerated and seems to increase overall survival.,,,,
HU0517,RDC01237,27088387,10.1097/RLU.0000000000001240,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,,,PSA response,75%,"To evaluate tumor response, adverse effects, and survival in patients undergoing radioligand therapy with Lu-PSMA-617.",Any PSA decline occurred in  75% of patients after 1 and 2 therapies.,radioligand therapy with Lu-PSMA-617 is effective and well tolerated and seems to increase overall survival.,,,,
HU0518,RDC01237,27088387,10.1097/RLU.0000000000001240,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,,,PSA response,32%,"To evaluate tumor response, adverse effects, and survival in patients undergoing radioligand therapy with Lu-PSMA-617.",PSA decline of 50% or greater occurred in 32% .,radioligand therapy with Lu-PSMA-617 is effective and well tolerated and seems to increase overall survival.,,,,
HU0519,RDC01237,27088387,10.1097/RLU.0000000000001240,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,,,PSA response,50%,"To evaluate tumor response, adverse effects, and survival in patients undergoing radioligand therapy with Lu-PSMA-617.",PSA decline of 50% or greater occurred in 50%.,radioligand therapy with Lu-PSMA-617 is effective and well tolerated and seems to increase overall survival.,,,,
HU0520,RDC01237,26227531,10.1007/s00259-015-3125-3,,Metastatic castration-resistant prostate cancer,Patients With Metastatic castration-resistant prostate cancer,,192.6±11.0 MBq(185 to 210 MBq),Absorbed doses in critical organs,,To estimate the pretreatment radiation doses in patients,radiation-absorbed doses per megabecquerel were 1.17 ± 0.31 mGy for parotid glands and 0.88 ± 0.40 mGy for kidneys.  radiation dose to bone marrow was 0.03 ± 0.01 mGy/MBq.,"The lesion radiation doses are within acceptable ranges; however, there is a substantial individual variance so patient dosimetry seems to be mandatory.",absorbed dose,,,
HU0521,RDC01237,,,NCT04720157,Metastatic hormone-sensitive prostate cancer,adult male patients with mHSPC,6 cycles (once every 6 weeks (+/-1 week)) ,7.4±10% GBq ,Radiographic Progression Free Survival (rPFS),,"To evaluate the efficacy and safety of 177Lu-PSMA-617 in combination with Standard of Care, versus Standard of Care alone, in adult male patients with mHSPC.",,,,,,
HU0522,RDC01237,,,NCT06496581,Metastatic hormone-sensitive prostate cancer,patients with de novo metastatic hormone-sensitive prostate cancer (mHSPC),up to a total of 4 cycles(Once every 6 weeks),7400 MBq,"Overall survival (OS), Radiographic progression-free survival (rPFS)","From date of randomization until date of radiographic progression or date of death from any cause, whichever comes first, assessed up to 50 months",To evaluate the efficacy and safety of 177Lu-PSMA-617 when administered on top of the ongoing standard systemic treatment compared to standard systemic treatment alone in patients,,,,,,
HU0523,RDC01237,,,NCT06526299,Metastatic Castrate-Resistant Prostate Cancer ,Patients With Metastatic Castrate-Resistant Prostate Cancer ,up to 6 cycles,,Prostate-specific antigen (PSA) progression-free survival (PFS),"From randomization to death due to any cause, up to 85 years",To test the effect of 177Lu-PSMA-617 in the treatment of patients with prostate cancer,,,,,,
HU0524,RDC01237,,,NCT05939414,oligometastatic prostate cancer (OMPC),Patients with oligometastatic prostate cancer (OMPC) progressing after definitive therapy to their primary tumor,4 cycles (once every 6 weeks) ,7.4 GBq (200 mCi)±10% ,Blinded Independent Review Committee (BIRC) assessed Metastasis Free Survival (MFS),"From enrollment to PSA progression or death from any cause, assessed up to 2 years",to evaluate the efficacy and safety of lutetium (177Lu) vipivotide tetraxetan (AAA617) in participants with OMPC progressing after definitive therapy to their primary tumor,,,,,,
HU0525,RDC02854,35086894,10.2967/jnumed.121.263371,NCT05204927,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,6 treatments every 6 weeks ,7.4 GBq,Safety,,,,177Lu-PSMA I&T demonstrated favorable safety in mCRPC patients,,,,
HU0526,RDC02854,39225826,10.1007/s00259-024-06905-5,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,,,Safety,,To evaluate the safety and outcome of rechallenge [177Lu]Lu-PSMA-I&T in newly progressed mCRPC patients after response to initial [177Lu]Lu-PSMA radioligand therapy (PRLT).,"Grade 3 adverse events included anaemia, thrombocytopenia, and renal failure. In 8/18 patients long-term toxicities were evaluated. Serious toxicities (≥ Grade 3) occurred in 3/8 patients (thrombocytopenia, renal failure,  pancytopenia, renal failure).","rechallenge may prolong survival in selected patients, with an acceptable safety profile.","toxicities, PSA",,,
HU0527,RDC02854,36137758,10.2967/jnumed.122.264402,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,3 cycles (every 4-10 wk),7.4 GBq,PSA response,34%,"To determine PSA response, PFS, and OS in a large cohort of patients with mCRPC treated with 177Lu-PSMA-I&T and to identify clinical and scintigraphic prognostic factors for outcome.","34% (95% CI, 28%-38%) of patients showed a PSA response of at least 50%",,,,,
HU0528,RDC02854,36137758,10.2967/jnumed.122.264402,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,3 cycles (every 4-10 wk),7.4 GBq,PFS,16 weks,"To determine PSA response, PFS, and OS in a large cohort of patients with mCRPC treated with 177Lu-PSMA-I&T and to identify clinical and scintigraphic prognostic factors for outcome.","The median PSA PFS  of the total patient cohort was 16.0 wk (95% CI, 12.1-19.9)",,,,,
HU0529,RDC02854,36137758,10.2967/jnumed.122.264402,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,3 cycles (every 4-10 wk),7.4 GBq,OS,16.8 months,"To determine PSA response, PFS, and OS in a large cohort of patients with mCRPC treated with 177Lu-PSMA-I&T and to identify clinical and scintigraphic prognostic factors for outcome.","The median PSA OS of the total patient cohort was 13.8 mo (95% CI, 12.4-15.5),",,,,,
HU0530,RDC02854,34887335,10.2967/jnumed.121.262713,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,,6.1±1.0 GBq(3.4-7.6 GBq),Absorbed doses in critical organs,,"To determine the safety, kinetics, and dosimetry of 177Lu-PSMA I&T and 177Lu-PSMA-617 in patients with mCRPC undergoing PRLT.","The mean whole-body dose of 177Lu-PSMA-617 (cp-s) was higher than that of 177Lu-PSMA I&T (cp-t) (0.04 vs. 0.03 Gy/GBq, P < 0.00001). the renal dose was lower for cp-s than for cp-t (0.77 vs. 0.92 Gy/GBq, P = 0.0015). Both dose to the parotid glands (0.5 Gy/GBq, P = 0.27).  the lacrimal glands (5.1 and 3.7 Gy/GBq) for cp-s and cp-t.",Both 177Lu-PSMA I&T and 177Lu-PSMA-617 PRLT demonstrated favorable safety in mCRPC patients.,,,,
HU0531,RDC02854,34531260,10.2967/jnumed.121.262671,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,,1066 ± 83 MBq,Mean whole-body effective dose,0.05 ± 0.03 Sv/GBq,To compared pretherapeutic clinical dosimetry data of both PSMA ligands.,"Mean whole-body pretherapeutic effective doses for 177Lu-rhPSMA-7.3 and 177Lu-PSMA I&T were 0.12 ± 0.07 and 0.05 ± 0.03 Sv/GBq, respectively.",177Lu-rhPSMA-7.3 holds promise for a therapeutic effect similar to that of 177Lu-PSMA I&T at lower absorbed doses.,,,,
HU0532,RDC02854,32604113,10.1097/RLU.0000000000003157,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,,7416 ± 218 MBq,Absorbed doses in critical organs,,To assess correlations between dosimetric quantities and biomarker values,"0.77, 0.71, and 0.27 mGy/MBq for parotid gland, kidneys, and liver as well as 4.38, 5.47, and 4.95 mGy/MBq for bone, lymph node, and liver malignancies, respectively","Although treatment with Lu-PSMA I&T leads to a big reduction of TMV in patients with mCRPC, the lack of correlations calls for studies using voxel-wise dosimetry based on SPECT/CTs.","absorbed doses to organs and lesion, TMV",,,
HU0533,RDC02854,27660138,10.2967/jnumed.116.178483,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,4 cycles  ,7.3 ± 0.30 GBq,Mean whole-body effective dose,0.06 ± 0.03 Sv/GBq,To estimate the absorbed doses for normal organs and tumor lesions using 177Lu-PSMA I&T in patients,The mean whole-body effective dose for all cycles was 0.06 ± 0.03 Sv/GBq.,a cumulative activity of 40 GBq of 177Lu-PSMA I&T appears to be safe and justifiable.,,,,
HU0534,RDC02854,27660138,10.2967/jnumed.116.178483,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,4 cycles  ,7.3 ± 0.30 GBq,Absorbed doses in critical organs,,To estimate the absorbed doses for normal organs and tumor lesions using 177Lu-PSMA I&T in patients,"0.72 ± 0.21 Gy/GBq for the kidneys; 0.12 ± 0.06 Gy/GBq for the liver; and 0.55 ± 0.14 Gy/GBq for the parotid, 0.64 ± 0.40 Gy/GBq for the submandibular, 3.8 ± 1.4 Gy/GBq for the lacrimal glands. Absorbed organ doses were relatively constant among all cycles.",a cumulative activity of 40 GBq of 177Lu-PSMA I&T appears to be safe and justifiable.,,,,
HU0535,RDC02854,30473431,10.1016/j.eururo.2018.11.016,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,up to six cycles,7.4 GBq,PSA response,,To evaluate the efficacy,Prostate-specific antigen decline of ≥50% was achieved in 38 patients,Good treatment response could be achieved in a subgroup of patients with few side effects. treatment outcome was worse in patients with organ metastases and elevated lactate dehydrogenase in blood tests.,,,,
HU0536,RDC02854,30473431,10.1016/j.eururo.2018.11.016,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,up to six cycles,7.4 GBq,PFS,4.1 months,To evaluate the efficacy,Median clinical progression-free survival (cPFS) was 4.1 months,Good treatment response could be achieved in a subgroup of patients with few side effects. treatment outcome was worse in patients with organ metastases and elevated lactate dehydrogenase in blood tests.,,,,
HU0537,RDC02854,30473431,10.1016/j.eururo.2018.11.016,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,up to six cycles,7.4 GBq,OS,12.9 months,To evaluate the efficacy, median overall survival (OS) was 12.9 months,Good treatment response could be achieved in a subgroup of patients with few side effects. treatment outcome was worse in patients with organ metastases and elevated lactate dehydrogenase in blood tests.,,,,
HU0538,RDC02854,38038755,10.1007/s00259-023-06536-2,,Metastatic castration-resistant prostate cancer,Patients with metastatic prostate cancer ,at least two cycles (every 6 weeks) ,6.42±1.44 GBq,"TTV, PSA, SUVmax, SUVmean, PSA-progression-free survival (PSA-PFS), the overall survival (OS)",,To predicts overall survival of mCRPC patients,"Stable or decreased TTV at cycle 2 was associated with longer OS (hazard ratio (HR) 0.28, 95% confidence interval (CI) 0.09-0.86, p < 0.01). stable, or decreased PSA was associated with longer OS (HR 0.21; CI 0.07-0.62, p < 0.01) and PSA-PFS (HR 0.34; 95% CI 0.16-0.72, p < 0.01). ","Six weeks after initiating [177Lu]Lu-PSMA I&T, TTV and serum PSA appear to be good prognosticators for OS.",,,,
HU0539,RDC02854,,,NCT05204927,Metastatic Castration-Resistant Prostate Cancer,Patients with Metastatic Castration-Resistant Prostate Cancer,up to 6 treatments every 6 weeks,7.4 GBq,Radiographic Progression Free Survival,,Comparing the Safety and Efficacy of 177Lu-PSMA-I&T versus Hormone Therapy in Patients with Metastatic Castration-Resistant Prostate Cancer,,,,,,
HU0540,RDC00008,,,NCT04647526,Metastatic castration-resistant prostate cancer,patients with Metastatic castration-resistant prostate cancer,every 8 weeks for 4 cycles,6.8±10% GBq,Radiographic Progression Free Survival (rPFS),,Evaluating Metastatic Castrate Resistant Prostate Cancer Treatment Using PSMA [Lu-177]-PNT2002 Therapy After Second-line Hormonal Treatment (SPLASH),,,,,,
