study_id,drug_id,pmid,doi,created_at,updated_at
BIO03881,RDC01811,25391547,10.1007/s00259-014-2940-2,,
BIO03882,RDC01811,25391547,10.1007/s00259-014-2940-2,,
BIO03883,RDC01812,21299201,10.1021/bc100432h,,
BIO03884,RDC01813,23528382,10.2967/jnumed.112.110700,,
BIO03885,RDC01814,23528382,10.2967/jnumed.112.110700,,
BIO03886,RDC01632,23528382,10.2967/jnumed.112.110700,,
BIO03887,RDC01815,23528382,10.2967/jnumed.112.110700,,
BIO03888,RDC01816,23528382,10.2967/jnumed.112.110700,,
BIO03889,RDC01817,23528382,10.2967/jnumed.112.110700,,
BIO03890,RDC01632,23528382,10.2967/jnumed.112.110700,,
BIO03891,RDC01818,21984380,10.1007/s00726-011-1096-7,,
BIO03892,RDC01819,21984380,10.1007/s00726-011-1096-7,,
BIO03894,RDC01820,19779897,10.1007/s11307-009-0256-6,,
BIO03895,RDC01821,19779897,10.1007/s11307-009-0256-6,,
BIO03896,RDC01822,23953624,10.1016/j.nucmedbio.2013.07.004,,
BIO03897,RDC01822,23953624,10.1016/j.nucmedbio.2013.07.004,,
BIO03898,RDC01823,23329660,10.1148/radiol.12121021,,
BIO03899,RDC01824,23329660,10.1148/radiol.12121021,,
BIO03900,RDC01825,19690041,10.2967/jnumed.109.064287,,
BIO03901,RDC01826,19430786,10.1007/s00259-009-1134-9,,
BIO03902,RDC01827,19430786,10.1007/s00259-009-1134-9,,
BIO03903,RDC01828,22768790,10.1021/bc3002369,,
BIO03904,RDC01829,22768790,10.1021/bc3002369,,
BIO03905,RDC01830,22768790,10.1021/bc3002369,,
BIO03909,RDC01834,,10.1007/s00259-009-1367-7,,
BIO03912,RDC01835,22137850,10.1016/j.nucmedbio.2011.04.005,,
BIO03916,RDC01837, 31077356,10.1002/jjc.32401,,
BIO03917,RDC01839,31829777,10.1080/09553002.2020.1704906,,
BIO03918,RDC01840,30974402,10.1016/j.apradiso.2019.04.002,,
BIO03920,RDC01841,31926467,10.1016/j.ejmech.2019.112034,,
BIO03921,RDC01842,33052220,10.7150/thno.48810,,
BIO03922,RDC01846,26781756,10.1021/acs.bioconjchem.5b00677,,
BIO03923,RDC01848,40448644,10.1021/acs.molpharmaceut.5c00043,,
BIO03924,RDC01849,40448644,10.1021/acs.molpharmaceut.5c00043,,
BIO03925,RDC01851,39077778,10.1021/acs.jmedchem.4c00857,,
BIO03926,RDC01850,39077778,10.1021/acs.jmedchem.4c00857,,
BIO03927,RDC01851,39077778,10.1021/acs.jmedchem.4c00857,,
BIO03928,RDC01850,39077778,10.1021/acs.jmedchem.4c00857,,
BIO03929,RDC01851,39077778,10.1021/acs.jmedchem.4c00857,,
BIO03930,RDC01850,39077778,10.1021/acs.jmedchem.4c00857,,
BIO03931,RDC01852,36368007,10.1021/acs.jmedchem.2c01348,,
BIO03934,RDC01854,38690886,10.1021/acs.jmedchem.4c00344,,
BIO03935,RDC01854,38690886,10.1021/acs.jmedchem.4c00344,,
BIO03936,RDC01855,40183827,10.1186/s41181-025-00337-8,,
BIO03937,RDC01856,35631678,10.3390/pharmaceuticals14051092,,
BIO03938,RDC01856,35631678,10.3390/pharmaceuticals14051092,,
BIO03939,RDC01857,40322890,10.1021/acs.jmedchem.5c00760,,
BIO03940,RDC01857,40322890,10.1021/acs.jmedchem.5c00760,,
BIO03941,RDC01858,36129493,10.1007/s00259-022-05967-7,,
BIO03942,RDC01858,36129493,10.1007/s00259-022-05967-7,,
BIO03943,RDC01858,36129493,10.1007/s00259-022-05967-7,,
BIO03944,RDC01858,36129493,10.1007/s00259-022-05967-7,,
BIO03945,RDC01858,36129493,10.1007/s00259-022-05967-7,,
BIO03946,RDC01859,36359554,10.3390/diagnostics12112710,,
BIO03947,RDC01859,36359554,10.3390/diagnostics12112710,,
BIO03948,RDC01860,36359557,10.3390/diagnostics12112713,,
BIO03949,RDC01860,36359557,10.3390/diagnostics12112713,,
BIO03950,RDC01861,37115407,10.1007/s12149-023-01839-8,,
BIO03952,RDC01864,35252244,10.3389/fmed.2022.803005,,
BIO03953,RDC01864,35252244,10.3389/fmed.2022.803005,,
BIO03959,RDC01867,29356543,10.1021/acs.molpharmaceut.7b00803,,
BIO03960,RDC01288,29356543,10.1021/acs.molpharmaceut.7b00803,,
BIO03961,RDC01868,28733706,10.1007/s11307-017-1106-7,,
BIO03962,RDC01868,28733706,10.1007/s11307-017-1106-7,,
BIO03963,RDC01870,31605356,10.1007/s12149-019-01408-y,,
BIO03964,RDC01870,31605356,10.1007/s12149-019-01408-y,,
BIO03965,RDC01872,32326199,10.3390/cancers12041017,,
BIO04687,RDC01872,32326199,10.3390/cancers12041017,,
BIO03967,RDC01873,32326199,10.3390/cancers12041017,,
BIO04686,RDC01873,32326199,10.3390/cancers12041017,,
BIO03968,RDC01874,29445216,10.1038/s41598-018-21283-3,,
BIO03969,RDC01875,28558265,10.1016/j.tranon.2017.04.003,,
BIO03973,RDC01882,29921305,10.1186/s12967-018-1550-3,,
BIO03974,RDC01883,35515328,10.1039/c8ra10271f,,
BIO03975,RDC01884,30617730,10.1007/s11307-018-01310-5,,
BIO03976,RDC01885,30617730,10.1007/s11307-018-01310-5,,
BIO03977,RDC01886,30617730,10.1007/s11307-018-01310-5,,
BIO03978,RDC01887,27842890,10.1016/j.ejmech.2016.11.011,,
BIO03979,RDC01888,27842890,10.1016/j.ejmech.2016.11.011,,
BIO03982,RDC01890,32660241,10.1021/acs.bioconjchem.0c00334,,
BIO04685,RDC01890,32660241,10.1021/acs.bioconjchem.0c00334,,
BIO03983,RDC01891,27349900,10.3892/ol.2016.4990,,
BIO03984,RDC01892,28638454,10.7150/jca.18170,,
BIO03985,RDC01892,28638454,10.7150/jca.18170,,
BIO03986,RDC01892,28638454,10.7150/jca.18170,,
BIO03990,RDC01900,26722376,10.7150/thno.12766,,
BIO03996,RDC01839,,10.1080/09553002.2020.1704906,,
BIO03997,RDC01906,31754899,10.1186/s13550-019-0564-z,,
BIO03998,RDC01906,31754899,10.1186/s13550-019-0564-z,,
BIO03999,RDC01907,31268724,10.1021/acs.molpharmaceut.9b00354,,
BIO04000,RDC01908,31268724,10.1021/acs.molpharmaceut.9b00354,,
BIO04001,RDC01909,31268724,10.1021/acs.molpharmaceut.9b00354,,
BIO04002,RDC01910,28864631,10.2967/jnumed.117.197202,,
BIO04003,RDC01911,28864631,10.2967/jnumed.117.197202,,
BIO04006,RDC01914,30633529,10.1021/acs.molpharmaceut.8b01052,,
BIO04007,RDC01839,32006673,10.1016/j.yrtph.2020.104591,,
BIO04010,RDC01916,30877838,10.1016/j.biomaterials.2019.02.012,,
BIO04011,RDC01917,29865791,10.1021/acs.molpharmaceut.8b00204,,
BIO04012,RDC01918,29865791,10.1021/acs.molpharmaceut.8b00204,,
BIO04013,RDC01919,21884646,10.1186/2191-219X-1-15,,
BIO04014,RDC01920,21884646,10.1186/2191-219X-1-15,,
BIO04015,RDC01924,20557066,10.1021/bc100081h,,
BIO04016,RDC01927,23692562,10.1021/jm400218y,,
BIO04017,RDC01928,23692562,10.1021/jm400218y,,
BIO04018,RDC01929,23692562,10.1021/jm400218y,,
BIO04019,RDC01930,23692562,10.1021/jm400218y,,
BIO04020,RDC01931,23692562,10.1021/jm400218y,,
BIO04021,RDC01932,25459109,10.1016/j.nucmedbio.2014.09.011,,
BIO04022,RDC01937,25278516,10.2967/jnumed.114.140194,,
BIO04023,RDC01938,25999431,10.2967/jnumed.114.149690,,
BIO04026,RDC01307,25613537,10.2967/jnumed.114.147181,,
BIO04028,RDC01750,21233189,10.2967/jnumed.110.083592,,
BIO04030,RDC01750,21233189,10.2967/jnumed.110.083592,,
BIO04032,RDC01941,22643311,10.1097/MNM.0b013e328354df7c,,
BIO04033,RDC01942,22643311,10.1097/MNM.0b013e328354df7c,,
BIO04034,RDC01943,,10.1007/s10967-012-2243-7,,
BIO04035,RDC01944,25351329,10.1039/c4dt02983f,,
BIO04036,RDC01944,25351329,10.1039/c4dt02983f,,
BIO04037,RDC01945,22170322,10.1007/s00259-011-2016-5,,
BIO04038,RDC01946,22170322,10.1007/s00259-011-2016-5,,
BIO04039,RDC01945,22170322,10.1007/s00259-011-2016-5,,
BIO04040,RDC01946,22170322,10.1007/s00259-011-2016-5,,
BIO04041,RDC01947,20552190,10.1007/s00259-010-1506-1,,
BIO04042,RDC01947,20552190,10.1007/s00259-010-1506-1,,
BIO04043,RDC01952,23901833,10.1021/ja4049493,,
BIO04045,RDC01953,23901833,10.1021/ja4049493,,
BIO04047,RDC01956,19423002,10.1016/j.nucmedbio.2009.01.006,,
BIO04048,RDC01956,19423002,10.1016/j.nucmedbio.2009.01.006,,
BIO04049,RDC01958,23487015,10.2967/jnumed.112.111021,,
BIO04050,RDC01958,23487015,10.2967/jnumed.112.111021,,
BIO04051,RDC01958,23487015,10.2967/jnumed.112.111021,,
BIO04052,RDC01958,23487015,10.2967/jnumed.112.111021,,
BIO04053,RDC01958,23487015,10.2967/jnumed.112.111021,,
BIO04055,RDC01959,21478264,10.1096/fj.10-180331,,
BIO04056,RDC01959,21478264,10.1096/fj.10-180331,,
BIO04057,RDC01959,21478264,10.1096/fj.10-180331,,
BIO04058,RDC01959,21478264,10.1096/fj.10-180331,,
BIO04059,RDC01965,22322933,10.1007/s00259-011-1992-9,,
BIO04060,RDC01966,22322933,10.1007/s00259-011-1992-9,,
BIO04062,RDC01971,22249974,10.1007/s13277-011-0305-z,,
BIO04063,RDC01975,22872744,10.2967/jnumed.111.102194,,
BIO04064,RDC01976,19372467,10.2967/jnumed.108.056929,,
BIO04065,RDC01977,19372467,10.2967/jnumed.108.056929,,
BIO04066,RDC01977,19372467,10.2967/jnumed.108.056929,,
BIO04067,RDC01978,23705574,10.1021/bc300678y,,
BIO04068,RDC01980,19504093,10.1007/s00259-009-1176-z,,
BIO04069,RDC01981,19504093,10.1007/s00259-009-1176-z,,
BIO04070,RDC01982,21443270,10.1021/bc100470x,,
BIO04071,RDC01983,21443270,10.1021/bc100470x,,
EF01740,RDC01745,39986477,10.1016/j.jconrel.2025.02.047,,
EF01741,RDC01747,38376808,10.1007/s00259-024-06648-3,,
EF01742,RDC01747,38376808,10.1007/s00259-024-06648-3,,
EF01743,RDC01754,40493435,10.1021/acs.inorgchem.5c01513,,
EF01744,RDC01755,38272704,10.2967/jnumed.123.266392,,
EF01745,RDC01756,37348919,10.2967/jnumed.122.265095,,
EF01746,RDC01766,37348919,10.2967/jnumed.122.265095,,
EF01747,RDC01777,37552575,10.1021/acs.molpharmaceut.3c00360,,
EF01748,RDC01777,37552575,10.1021/acs.molpharmaceut.3c00360,,
EF01749,RDC01777,37552575,10.1021/acs.molpharmaceut.3c00360,,
EF01750,RDC01837, 31077356,10.1002/jjc.32401,,
EF01751,RDC01856,35631678,10.3390/pharmaceuticals14051092,,
EF01752,RDC01848,40448644,10.1021/acs.molpharmaceut.5c00043,,
EF01753,RDC01849,40448644,10.1021/acs.molpharmaceut.5c00043,,
EF01755,RDC01867,29356543,10.1021/acs.molpharmaceut.7b00803,,
EF01756,RDC01867,29356543,10.1021/acs.molpharmaceut.7b00803,,
EF01758,RDC01873,32326199,10.3390/cancers12041017,,
EF01760,RDC01951,22879947,10.1371/journal.pone.0042345,,
BIO04320,RDC02000,19671861,10.1158/1078-0432.CCR-08-3145,,
BIO04321,RDC02000,19671861,10.1158/1078-0432.CCR-08-3145,,
BIO04322,RDC02001,19671861,10.1158/1078-0432.CCR-08-3145,,
BIO04323,RDC02001,19671861,10.1158/1078-0432.CCR-08-3145,,
BIO04325,RDC02003,29973529,10.3390/ph11030065,,
BIO04326,RDC02004,23763444,10.1021/bc300659k,,
BIO04327,RDC02004,23763444,10.1021/bc300659k,,
BIO04328,RDC02005,23763444,10.1021/bc300659k,,
BIO04329,RDC02005,23763444,10.1021/bc300659k,,
BIO04330,RDC02006,37584725,10.1007/s00259-023-06364-4,,
BIO04331,RDC02006,37584725,10.1007/s00259-023-06364-4,,
BIO04332,RDC02007,37584725,10.1007/s00259-023-06364-4,,
BIO04333,RDC02007,37584725,10.1007/s00259-023-06364-4,,
BIO04334,RDC02008,40516177,10.1016/j.nucmedbio.2025.109041,,
BIO04335,RDC02007,40516177,10.1016/j.nucmedbio.2025.109041,,
BIO04336,RDC02009,38680331,10.1021/acsomega.4c01348,,
BIO04337,RDC02009,38680331,10.1021/acsomega.4c01348,,
BIO04338,RDC02010,38680331,10.1021/acsomega.4c01348,,
BIO04339,RDC02010,38680331,10.1021/acsomega.4c01348,,
BIO04340,RDC02011,35745647,10.3390/ph15060728,,
BIO04341,RDC02012,34301778,10.2967/jnumed.120.257758,,
BIO04342,RDC02012,34301778,10.2967/jnumed.120.257758,,
BIO04343,RDC02013,34301778,10.2967/jnumed.120.257758,,
BIO04344,RDC02013,34301778,10.2967/jnumed.120.257758,,
BIO04345,RDC02014,36933456,10.1016/j.nucmedbio.2023.108331,,
BIO04346,RDC02014,36933456,10.1016/j.nucmedbio.2023.108331,,
BIO04347,RDC02015,37175001,10.3390/diagnostics13091611,,
BIO04348,RDC02016,38366299,10.1186/s41181-024-00242-6,,
BIO04349,RDC02016,38366299,10.1186/s41181-024-00242-6,,
BIO04350,RDC02017,37978936,10.1021/acs.molpharmaceut.3c00852,,
BIO04351,RDC02017,37978936,10.1021/acs.molpharmaceut.3c00852,,
BIO04352,RDC02018,40412546,10.1016/j.nano.2025.102829,,
BIO04353,RDC02018,40412546,10.1016/j.nano.2025.102829,,
BIO04354,RDC02019,40412546,10.1016/j.nano.2025.102829,,
BIO04355,RDC02019,40412546,10.1016/j.nano.2025.102829,,
BIO04356,RDC02020,36077458,10.3390/ijms231710061,,
BIO04357,RDC02020,36077458,10.3390/ijms231710061,,
BIO04358,RDC02021,36077458,10.3390/ijms231710061,,
BIO04359,RDC02021,36077458,10.3390/ijms231710061,,
BIO04360,RDC02022,36672390,10.3390/cancers15020442,,
BIO04361,RDC02022,36672390,10.3390/cancers15020442,,
BIO04362,RDC02024,39327021,10.2967/jnumed.124.268101,,
BIO04363,RDC02024,39327021,10.2967/jnumed.124.268101,,
BIO04364,RDC02025,35744904,10.3390/molecules27123777,,
BIO04365,RDC02025,35744904,10.3390/molecules27123777,,
BIO04366,RDC02026,35744904,10.3390/molecules27123777,,
BIO04367,RDC02026,35744904,10.3390/molecules27123777,,
BIO04368,RDC02027,35744904,10.3390/molecules27123777,,
BIO04369,RDC02027,35744904,10.3390/molecules27123777,,
BIO04370,RDC02028,35744904,10.3390/molecules27123777,,
BIO04371,RDC02028,35744904,10.3390/molecules27123777,,
BIO04374,RDC02035,38675174,10.3390/pharmaceutics16040513,,
BIO04375,RDC02035,38675174,10.3390/pharmaceutics16040513,,
BIO04376,RDC02036,38675174,10.3390/pharmaceutics16040513,,
BIO04377,RDC02037,38675174,10.3390/pharmaceutics16040513,,
BIO04378,RDC02037,38675174,10.3390/pharmaceutics16040513,,
BIO04379,RDC02038,39339259,10.3390/pharmaceutics16091223,,
BIO04380,RDC02038,39339259,10.3390/pharmaceutics16091223,,
BIO04381,RDC02039,37465877,10.1021/acs.analchem.3c01765,,
BIO04382,RDC02039,37465877,10.1021/acs.analchem.3c01765,,
BIO04383,RDC02040,37465877,10.1021/acs.analchem.3c01765,,
BIO04384,RDC02040,37465877,10.1021/acs.analchem.3c01765,,
BIO04385,RDC02042,40365411,10.1021/acsmedchemlett.5c00032,,
BIO04386,RDC02042,40365411,10.1021/acsmedchemlett.5c00032,,
BIO04387,RDC02043,40125027,10.1007/s13139-025-00906-4,,
BIO04388,RDC02044,40745236,10.1186/s41181-025-00374-3,,
BIO04390,RDC02006,35951084,10.1007/s00259-022-05926-2,,
BIO04389,RDC02006,35951084,10.1007/s00259-022-05926-2,,
BIO04391,RDC02051,39563828,10.1021/acsmedchemlett.4c00324,,
BIO04392,RDC02051,39563828,10.1021/acsmedchemlett.4c00324,,
BIO04393,RDC02052,36145354,10.3390/ph15091133,,
BIO04394,RDC02052,36145354,10.3390/ph15091133,,
BIO04395,RDC02053,36145354,10.3390/ph15091133,,
BIO04396,RDC02053,36145354,10.3390/ph15091133,,
BIO04397,RDC02054,36145354,10.3390/ph15091133,,
BIO04398,RDC02054,36145354,10.3390/ph15091133,,
BIO04399,RDC02055,36145354,10.3390/ph15091133,,
BIO04400,RDC02055,36145354,10.3390/ph15091133,,
BIO04401,RDC02056,40283887,10.3390/ph18040449,,
BIO04402,RDC02056,40283887,10.3390/ph18040449,,
BIO04403,RDC02057,40283887,10.3390/ph18040449,,
BIO04404,RDC02057,40283887,10.3390/ph18040449,,
BIO04405,RDC02058,40283887,10.3390/ph18040449,,
BIO04406,RDC02058,40283887,10.3390/ph18040449,,
BIO04407,RDC02008,40283887,10.3390/ph18040449,,
BIO04408,RDC02008,40283887,10.3390/ph18040449,,
BIO04409,RDC02060,35325810,10.1016/j.nucmedbio.2022.03.003,,
BIO04410,RDC02061,35325810,10.1016/j.nucmedbio.2022.03.003,,
BIO04411,RDC02062,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04412,RDC02062,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04413,RDC02063,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04414,RDC02063,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04415,RDC02064,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04416,RDC02064,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04417,RDC02065,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04418,RDC02065,39460729,10.1021/acs.molpharmaceut.4c00952,,
BIO04419,RDC02066,38999054,10.3390/molecules29133102,,
BIO04420,RDC02066,38999054,10.3390/molecules29133102,,
BIO04421,RDC02067,38999054,10.3390/molecules29133102,,
BIO04422,RDC02067,38999054,10.3390/molecules29133102,,
BIO04423,RDC02068,38999054,10.3390/molecules29133102,,
BIO04424,RDC02068,38999054,10.3390/molecules29133102,,
BIO04425,RDC02006,37640941,10.1007/s11307-023-01851-4,,
BIO04426,RDC02070,40732291,10.3390/ph18071002,,
BIO04427,RDC02070,40732291,10.3390/ph18071002,,
BIO04683,RDC02070,40732291,10.3390/ph18071002,,
BIO04684,RDC02070,40732291,10.3390/ph18071002,,
BIO04428,RDC01385,40732291,10.3390/ph18071002,,
BIO04429,RDC01385,40732291,10.3390/ph18071002,,
BIO04681,RDC01385,40732291,10.3390/ph18071002,,
BIO04682,RDC01385,40732291,10.3390/ph18071002,,
BIO04430,RDC02075,39598482,10.3390/pharmaceutics16111358,,
BIO04431,RDC02075,39598482,10.3390/pharmaceutics16111358,,
BIO04432,RDC02076,39598482,10.3390/pharmaceutics16111358,,
BIO04433,RDC02077,39598482,10.3390/pharmaceutics16111358,,
EF02011,RDC02011,35745647,10.3390/ph15060728,,
EF02024,RDC02024,39327021,10.2967/jnumed.124.268101,,
EF02006,RDC02006,35951084,10.1007/s00259-022-05926-2,,
BIO04434,RDC02081,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04435,RDC02082,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04436,RDC02083,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04437,RDC02084,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04438,RDC02085,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04439,RDC02086,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04440,RDC02087,27054526,10.1021/acs.jmedchem.6b00025,,
BIO04443,RDC02091,26726823,10.1021/acs.bioconjchem.5b00687,,
BIO04444,RDC02091,26726823,10.1021/acs.bioconjchem.5b00687,,
BIO04445,RDC02092,29664606,10.1021/acs.bioconjchem.8b00225,,
BIO04446,RDC02004,33352838,10.3390/molecules25245993,,
BIO04447,RDC02004,33352838,10.3390/molecules25245993,,
BIO04448,RDC02094,33352838,10.3390/molecules25245993,,
BIO04449,RDC02094,33352838,10.3390/molecules25245993,,
BIO04450,RDC02095,33352838,10.3390/molecules25245993,,
BIO04451,RDC02095,33352838,10.3390/molecules25245993,,
BIO04452,RDC02096,33352838,10.3390/molecules25245993,,
BIO04453,RDC02096,33352838,10.3390/molecules25245993,,
BIO04455,RDC02098,31382362,10.3390/pharmaceutics11080380,,
BIO04456,RDC02099,34217827,10.1016/j.bmcl.2021.128241,,
BIO04457,RDC02100,34217827,10.1016/j.bmcl.2021.128241,,
BIO04458,RDC02101,34217827,10.1016/j.bmcl.2021.128241,,
BIO04459,RDC02102,34217827,10.1016/j.bmcl.2021.128241,,
BIO04460,RDC02103,34217827,10.1016/j.bmcl.2021.128241,,
BIO04461,RDC02104,29556947,10.1007/s11307-018-1185-z,,
BIO04462,RDC02104,29556947,10.1007/s11307-018-1185-z,,
BIO04463,RDC02105,28636973,10.1016/j.nucmedbio.2017.06.001,,
BIO04464,RDC02069,27609789,10.2967/jnumed.116.176636,,
BIO04465,RDC02069,27609789,10.2967/jnumed.116.176636,,
BIO04466,RDC02107,27609789,10.2967/jnumed.116.176636,,
BIO04467,RDC02107,27609789,10.2967/jnumed.116.176636,,
BIO04468,RDC02108,23427837,10.1021/jm301692p,,
BIO04469,RDC02109,23427837,10.1021/jm301692p,,
BIO04470,RDC02110,23427837,10.1021/jm301692p,,
BIO04471,RDC02069,27493272,10.2967/jnumed.116.178889,,
BIO04472,RDC02112,27493272,10.2967/jnumed.116.178889,,
BIO04473,RDC02107,27493272,10.2967/jnumed.116.178889,,
BIO04474,RDC02115,33534560,10.1021/acs.jmedchem.0c01785,,
BIO04475,RDC02115,33534560,10.1021/acs.jmedchem.0c01785,,
BIO04476,RDC02116,33534560,10.1021/acs.jmedchem.0c01785,,
BIO04477,RDC02116,33534560,10.1021/acs.jmedchem.0c01785,,
BIO04478,RDC02117,30963606,10.1002/jlcr.3733,,
BIO04479,RDC02118,30963606,10.1002/jlcr.3733,,
BIO04480,RDC02119,24009275,10.2967/jnumed.112.118695,,
BIO04481,RDC02120,24009275,10.2967/jnumed.112.118695,,
BIO04482,RDC02121,24009275,10.2967/jnumed.112.118695,,
BIO04483,RDC02122,24009275,10.2967/jnumed.112.118695,,
BIO04484,RDC02123,24009275,10.2967/jnumed.112.118695,,
BIO04485,RDC02124,24009275,10.2967/jnumed.112.118695,,
BIO04489,RDC02127,24094035,10.1021/jm4010237,,
BIO04493,RDC02006,33801382,10.3390/cancers13051051,,
BIO04494,RDC02006,33801382,10.3390/cancers13051051,,
BIO04495,RDC02104,30871262,10.3390/molecules24061015,,
BIO04497,RDC02133,26983776,10.3892/ijo.2016.3429,,
BIO04498,RDC02133,26983776,10.3892/ijo.2016.3429,,
BIO04499,RDC02134,33140758,10.1039/d0bm01432j,,
BIO04500,RDC02134,33140758,10.1039/d0bm01432j,,
BIO04505,RDC02141,34680243,10.3390/cancers13205093,,
BIO04501,RDC02141,34680243,10.3390/cancers13205093,,
BIO04506,RDC02145,27399868,10.1021/acs.bioconjchem.6b00279,,
BIO04507,RDC02145,27399868,10.1021/acs.bioconjchem.6b00279,,
BIO04508,RDC02146,27399868,10.1021/acs.bioconjchem.6b00279,,
BIO04509,RDC02146,27399868,10.1021/acs.bioconjchem.6b00279,,
BIO04510,RDC02151,31745219,10.1038/s41598-019-52914-y,,
BIO04511,RDC02152,31745219,10.1038/s41598-019-52914-y,,
BIO04512,RDC02153,31745219,10.1038/s41598-019-52914-y,,
BIO04513,RDC02154,31745219,10.1038/s41598-019-52914-y,,
BIO04516,RDC02156,26722377,10.7150/thno.13580,,
BIO04517,RDC02157,30897789,10.3390/ph12010042,,
BIO04518,RDC02158,30897789,10.3390/ph12010042,,
BIO04520,RDC02095,29097932,10.1155/2017/6873684,,
BIO04521,RDC02095,29097932,10.1155/2017/6873684,,
BIO04679,RDC02095,29097932,10.1155/2017/6873684,,
BIO04680,RDC02095,29097932,10.1155/2017/6873684,,
BIO04524,RDC02162,33573232,10.3390/pharmaceutics13020182,,
BIO04525,RDC02163,33081166,10.3390/pharmaceutics12100977,,
EF02156,RDC02156,26722377,10.7150/thno.13580,,
EF02157,RDC02006,33801382,10.3390/cancers13051051,,
BIO04526,RDC02165,10.2967/jnumed.114.141143,10.2967/jnumed.114.141143,,
BIO04527,RDC02165,10.2967/jnumed.114.141143,10.2967/jnumed.114.141143,,
BIO04528,RDC02166,10.2967/jnumed.114.141143,10.2967/jnumed.114.141143,,
BIO04529,RDC02166,10.2967/jnumed.114.141143,10.2967/jnumed.114.141143,,
BIO04530,RDC02167,10.2967/jnumed.114.141143,10.2967/jnumed.114.141143,,
BIO04531,RDC02167,10.2967/jnumed.114.141143,10.2967/jnumed.114.141143,,
BIO04532,RDC02168,,10.1515/ract-2015-2519,,
BIO04533,RDC02168,,10.1515/ract-2015-2519,,
BIO04534,RDC02169,,10.1515/ract-2015-2519,,
BIO04535,RDC02169,,10.1515/ract-2015-2519,,
BIO04536,RDC02170,23590837,10.1021/mp3005462?,,
BIO04537,RDC02170,23590837,10.1021/mp3005462?,,
BIO04538,RDC02171,22770480,10.1021/bc3002437,,
BIO04539,RDC02171,22770480,10.1021/bc3002437,,
BIO04678,RDC02171,22770480,10.1021/bc3002437,,
BIO04540,RDC02172,22770480,10.1021/bc3002437,,
BIO04677,RDC02172,22770480,10.1021/bc3002437,,
BIO04541,RDC02172,22770480,10.1021/bc3002437,,
BIO04542,RDC02173,22966957,dx.doi.org/10.1021/jm300741f,,
BIO04543,RDC02174,31569625,10.3390/polym11101572,,
BIO04544,RDC02174,31569625,10.3390/polym11101572,,
BIO04545,RDC02175,30897789,10.3390/ph12010042,,
BIO04546,RDC02176,24533789,10.1021/bc4004662,,
BIO04547,RDC02177,25146125,10.2967/jnumed.114.141242,,
BIO04548,RDC02177,25146125,10.2967/jnumed.114.141242,,
BIO04549,RDC02178,25146125,10.2967/jnumed.114.141242,,
BIO04550,RDC02178,25146125,10.2967/jnumed.114.141242,,
BIO04551,RDC02179,32266897,10.1039/d0bm00162g,,
BIO04554,RDC02181,22080443,10.2967/jnumed.111.094375,,
BIO04555,RDC02181,22080443,10.2967/jnumed.111.094375,,
BIO04556,RDC02182,25459113,10.1016/j.nucmedbio.2014.10.002,,
BIO04557,RDC02182,25459113,10.1016/j.nucmedbio.2014.10.002,,
BIO04558,RDC02185,24729577,10.1002/cmmi.1583,,
BIO04559,RDC02185,24729577,10.1002/cmmi.1583,,
BIO04562,RDC02007,23492884,10.2967/jnumed.112.112169,,
BIO04563,RDC02188,24184988,10.1016/j.ejmech.2013.10.013,,
BIO04564,RDC02188,24184988,10.1016/j.ejmech.2013.10.013,,
BIO04565,RDC02004,25036155,10.3390/molecules190710455?,,
BIO04566,RDC02004,25036155,10.3390/molecules190710455?,,
BIO04567,RDC02191,16631086,10.1016/j.nucmedbio.2005.12.011,,
BIO04676,RDC02191,16631086,10.1016/j.nucmedbio.2005.12.011,,
BIO04568,RDC02165,25413139,10.2967/jnumed.114.141143,,
BIO04569,RDC02165,25413139,10.2967/jnumed.114.141143,,
BIO04570,RDC02193,19694578,10.1089/cbr.2008.0616,,
BIO04571,RDC02193,19694578,10.1089/cbr.2008.0616,,
BIO04580,RDC02197,21321264,10.2967/jnumed.110.082826,,
BIO04581,RDC02197,21321264,10.2967/jnumed.110.082826,,
BIO04582,RDC02198,26726823,10.1021/acs.bioconjchem.5b00687,,
BIO04583,RDC02199,26132879,10.1021/mp500671j,,
BIO04584,RDC02199,26132879,10.1021/mp500671j,,
BIO04587,RDC02207,23199569,10.1016/j.nucmedbio.2012.11.002,,
BIO04588,RDC02207,23199569,10.1016/j.nucmedbio.2012.11.002,,
BIO04589,RDC02208,17378600,10.1021/bc060281I,,
BIO04590,RDC02208,17378600,10.1021/bc060281I,,
BIO04591,RDC02209,17378600,10.1021/bc060281I,,
