entity_id,entity_category,name,synonyms,external_id,smiles,structure_image,formula,iupac_name,inchi,inchikey,pubchem_cid,mol2d_path,mol3d_path,molecular_weight,complexity,heavy_atom_count,hbond_acceptors,hbond_donors,rotatable_bonds,logp,tpsa,ligand_type,linker_type,radionuclide_symbol,radionuclide_half_life,radionuclide_emission,radionuclide_energy,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,notes,created_at,updated_at
RDC00144,RDC,[18F]F-RWY,,,,,,,,,,,,,,,,,,,,,,,,,,"Briefly, we used lyophilized kits for rapid radiofluorination of NOTA-RWY peptide. The kits consisted of 8 nmol of NOTA-RWY and 6 nmol of AlCl3•6H2O. The reaction procedure was the following: the vials containing 8 nmol of NOTA-RWY and 6 nmol of AlCl3•6H2O was added with 65 μl of 18F- (about 10 mCi) in DI water, 3 μl of acetic acid and 324 μl acetonitrile, heated at 100 °C for 10 min. After the vial was cooled to room temperature,10 ml of water was added to dilute the mixture.",,,,,,
RDC00147,RDC,[18F]AlF-NOTA-αvβ6-BP (1),,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,>97%,23 GBq/μmol,,,
RDC00148,RDC,[18F]AlF-NOTA-K(ABM)-αvβ6-BP (2),,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,>98%,36 GBq/μmol,,,
RDC00149,RDC,[64Cu]Cu-NOTA-RGD-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,"[64Cu]CuCl2 was purchased from Dongcheng Advance Medical Sys tems Pharmaceutical Group Co., Ltd. (Nanjing, China). The 64Cu-label ing of all conjugates were performed in 0.1 M ammonium acetate buffer (pH = 8.2) as follows: 6 μL of the conjugate stock solution (0.5 nmol/μL) was added to 2–3 mCi (74–111 MBq) of [64Cu]CuCl2 with 200 μL buffer and then heated at 90 ◦C for 30 min.",0.9,>98%,35 GBq/μmol,,,
RDC00150,RDC,[64Cu]Cu-NOTA-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"[64Cu]CuCl2 was purchased from Dongcheng Advance Medical Sys tems Pharmaceutical Group Co., Ltd. (Nanjing, China). The 64Cu-label ing of all conjugates were performed in 0.1 M ammonium acetate buffer (pH = 8.2) as follows: 6 μL of the conjugate stock solution (0.5 nmol/μL) was added to 2–3 mCi (74–111 MBq) of [64Cu]CuCl2 with 200 μL buffer and then heated at 90 ◦C for 30 min.",>80%,>99%,37 GBq/μmol,,,
RDC00151,RDC,[64Cu]Cu-NOTA-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,"[64Cu]CuCl2 was purchased from Dongcheng Advance Medical Sys tems Pharmaceutical Group Co., Ltd. (Nanjing, China). The 64Cu-label ing of all conjugates were performed in 0.1 M ammonium acetate buffer (pH = 8.2) as follows: 6 μL of the conjugate stock solution (0.5 nmol/μL) was added to 2–3 mCi (74–111 MBq) of [64Cu]CuCl2 with 200 μL buffer and then heated at 90 ◦C for 30 min.",,>99%,,,,
RDC00152,RDC,[68Ga]Ga-DOTA-FAPI-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelation with gallium-68 was performed by incubating 4.0 mL generator eluate (0.05 M HCl, 0.74−0.99 GBq) with a mixture of 10 nmol DOTA-precursor and 1.0 mL NaOAc (0.25 M) at 100 ◦C for 10 min. The mixture was diluted with 2.0 mL water and passed through a C18 cartridge. Subsequently, the C18 cartridge was washed with 5 mL water and eluted with a mixture of ethanol/H2O (v/v, 1 mL) to obtain the desired product. As regards lutetium-177 labelling, 74 MBq [177Lu] LuCl3 were diluted with 0.16 mL NaOAc (0.4 M, pH 5.5) and added to the precursor (28.0 nmol) in gentisic acid (2.0 mg). The reaction mixture was incubated at 95 ◦C for 15 min, then, it was purified by HPLC before its use in the experiments (Supplementary Fig. S8).",>80%,>99%,37 GBq/μmol,,,
RDC00153,RDC,[177Lu]Lu-DOTA-FAPI-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelation with gallium-68 was performed by incubating 4.0 mL generator eluate (0.05 M HCl, 0.74−0.99 GBq) with a mixture of 10 nmol DOTA-precursor and 1.0 mL NaOAc (0.25 M) at 100 ◦C for 10 min. The mixture was diluted with 2.0 mL water and passed through a C18 cartridge. Subsequently, the C18 cartridge was washed with 5 mL water and eluted with a mixture of ethanol/H2O (v/v, 1 mL) to obtain the desired product. As regards lutetium-177 labelling, 74 MBq [177Lu] LuCl3 were diluted with 0.16 mL NaOAc (0.4 M, pH 5.5) and added to the precursor (28.0 nmol) in gentisic acid (2.0 mg). The reaction mixture was incubated at 95 ◦C for 15 min, then, it was purified by HPLC before its use in the experiments (Supplementary Fig. S8).",>90%,>95%,,,,
RDC00154,RDC,[68Ga]Ga-DOTA-FAPI-04,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelation with gallium-68 was performed by incubating 4.0 mL generator eluate (0.05 M HCl, 0.74−0.99 GBq) with a mixture of 10 nmol DOTA-precursor and 1.0 mL NaOAc (0.25 M) at 100 ◦C for 10 min. The mixture was diluted with 2.0 mL water and passed through a C18 cartridge. Subsequently, the C18 cartridge was washed with 5 mL water and eluted with a mixture of ethanol/H2O (v/v, 1 mL) to obtain the desired product. As regards lutetium-177 labelling, 74 MBq [177Lu] LuCl3 were diluted with 0.16 mL NaOAc (0.4 M, pH 5.5) and added to the precursor (28.0 nmol) in gentisic acid (2.0 mg). The reaction mixture was incubated at 95 ◦C for 15 min, then, it was purified by HPLC before its use in the experiments (Supplementary Fig. S8).",73.7 ± 9.8%,98.5 ± 0.3%,,,,
RDC00155,RDC,[177Lu]Lu-AB-3PRGD2,,,,,,,,,,,,,,,,,,,,,,,,,,"No carrier-added 177LuCl3 for clinical use was purchased from ITM (Germany), with a specific activity of 3000 GBq/mg and a concentration of 36e44 GBq/mL. Typically, 3.7 GBq (100 mCi) 177LuCl3 was added to 200 mL of 0.5 mol/L NaOAc (pH 5.6), and the 177Lu dilution was injected into the vial with 100 mgof DOTAAB-3PRGD2 (Fig. 2A) provided by the Medical Isotopes Research Center, School of Basic Medical Sciences, Peking University. The mixture was heated in an upright position at 100 C for 30 min, then purified through a C18 cartridge and sterilized through a 0.22-mm aseptic filtration membrane.",67.9 ± 3.3%,98.4 ± 0.4%,,,,
RDC00156,RDC,[68Ga]Ga-DOTA-HEVNPs,,,,,,,,,,,,,,,,,,,,,,,,,,"HEVNPs (0.13 mg/ml in 100 µl in PB) were diluted with metal-free 0.25 M ammonium acetate buffer (0.8 ml) in a reaction tube (5-ml Protein LoBind microtube, Eppendorf). This was followed by adding freshly eluted [68Ga]GaCl3 in 0.1 M HCl (80–140 MBq in 1 ml). The final reaction volume was 1.9 ml, and the reaction pH was 4.5. The reaction solution was mixed for 30 min at 63◦C with 350 rpm.",>60%,>95%,100–130 μCi/μg,,,
RDC00157,RDC,[68Ga]Ga-DOTA-HEVNP-LXY30,,,,,,,,,,,,,,,,,,,,,,,,,,"[68Ga]Ga-DOTA-HEVNP-LXY30 (700 µl in PB; 1.8-2.2 MBq) were added into 1.5-ml Protein LoBind microtubes containing 700 µl of PBS (0.01 M, pH 7.4), 100% human plasma, iron (FeCl3⋅ 6 H2O, 18 mM in PBS), or CO2-independent cell medium (from Gibco). All the samples (n = 3 per testing solution) were incubated at 37◦C. The amount of the intact 68Ga-radiolabeled HEVNP-LXY30 was monitored by radio-TLC at 5 min, 15 min, 30 min, and 60 min after the initiation of the incubation with the testing solutions.",>55%,>95%,100–130 μCi/μg,,,
RDC00158,RDC,[177Lu]Lu-DOTA-2.5D,,,,,,,,,,,,,,,,,,,,,,,,,,DOTA-2.5D or DOTA-2.5F (15 μg) was radiolabeled with 177Lu by addition of 74 MBq (2.0 mCi) 177LuCl3 in 0.2 M sodium acetate buffer (pH 5.0) followed by incubation for 0.5 h at 80°C.,23.7 ± 4.7%,>99%,165.7 ± 59.1 GBq/μmol,,,
RDC00159,RDC,[177Lu]Lu-DOTA-2.5F,,,,,,,,,,,,,,,,,,,,,,,,,,DOTA-2.5D or DOTA-2.5F (15 μg) was radiolabeled with 177Lu by addition of 74 MBq (2.0 mCi) 177LuCl3 in 0.2 M sodium acetate buffer (pH 5.0) followed by incubation for 0.5 h at 80°C.,58.1 ± 4.1%,>99%,52.1-182.4 GBq/μmol,,,
RDC00160,RDC,[18F]AlF-NOTA-Rd2,,,,,,,,,,,,,,,,,,,,,,,,,,"[18F]fluoride was trapped on a QMA anion cartridge, followed by washing with 1 mL ofH2O and elution with 0.3 mL of 0.9% saline into the reaction vial. Further, 50 μL aliquot of 2 μg/μL NOTAPEG4-ZD2 was added to the reaction vial containing 6 μL of 2 mM AlCl3, 10 μL of HAc, and 1.5 mL of MeCN. The reaction mixture was heated at 100 °C for 15 min.",,≥95%,7.4 GBq/μmol,,,
RDC00161,RDC,[18F]AlF-NOTA-A6P,,,,,,,,,,,,,,,,,,,,,,,,,,"[18F] fluoride (18.5–37 GBq) was trapped on a QMA anion cartridge and subsequently eluted with 0.5 mL 0.9 % saline into a reaction vial, containing 100 μg NOTA-A6P, 30 μl of 2 mM AlCl3, 5 μl of HAc, and 3.6 mL of DMSO, was heated at 100 ◦C for 15 min. Following cooling, the crude product was diluted with 10 mL of water and loaded onto a C18 column. The cartridge was then washed with water (20 mL) and eluted with 1.5 mL of 70 % ethanol, yielding the final product.",>75%,>99%,,,,
RDC00162,RDC,[99mTc]TcKeto-RGD-N4,,,,,,,,,,,,,,,,,,,,,,,,,,"Briefly, to a mixture of sodium tartrate (10 mg) and ammonium acetate (10 mg) in deionized water, 40 μLSnCl2 (2 mg/mL, dissolved in nitrogen-purged 0.1 M HCl) and (185–370) MBq sodium pertechnetate Na[99mTc]O4 was added. The reaction mixture was reached to 1 mL by normal saline and incubated at room temperature for 10 min. 200 μL of the peptide aqueous solution (0.1 μg/ μL) was added to the radiolabeled mixture and incubated at 50 °C for 30 min.",≥96%,≥96%,36-88 GBq/μmol,,,
RDC00163,RDC,[99mTc]Tc-Nap-RGD-N4,,,,,,,,,,,,,,,,,,,,,,,,,,"Briefly, to a mixture of sodium tartrate (10 mg) and ammonium acetate (10 mg) in deionized water, 40 μLSnCl2 (2 mg/mL, dissolved in nitrogen-purged 0.1 M HCl) and (185–370) MBq sodium pertechnetate Na[99mTc]O4 was added. The reaction mixture was reached to 1 mL by normal saline and incubated at room temperature for 10 min. 200 μL of the peptide aqueous solution (0.1 μg/ μL) was added to the radiolabeled mixture and incubated at 50 °C for 30 min.",≥96%,≥96%,36-88 GBq/μmol,,,
RDC00164,RDC,[68Ga]Ga-FAP-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"In brief, a solution of 25 µg DOTA-FAP-RGD in 1 mL 0.25M NaOAc buffer was added to 68GaCl3 solution eluted from an ITM [68Ge]Ge/[68Ga]Ga generator with 4 mL 0.05 M HCl. The final pH of the reaction mixture was determined to be 4.0–4.2. The reaction mixture was heated at 95 ℃ for 10 min.",>95%,>95%,3 GBq/μmol,,,
RDC00165,RDC,[177Lu]Lu-FAP-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"0.6 GBq of 177LuCl3 was diluted with 0.16 mL of NaOAc (0.4 M, pH 5.5) and added to precursor DOTA-FAP-RGD (20.0 nmol) with gentisic acid (2.0 mg). The reaction mixture was incubated at 95 ℃ for 15 min.",>95%,>95%,3 GBq/μmol,,,
RDC00166,RDC,[68Ga]Ga-1,,,,,,,,,,,,,,,,,,,,,,,,,,"the pH of the generator eluate obtained as a 0.1 M HCl solution was adjusted to 3.5−4.0 by the addition of sodium acetate solution before 1−20 nmol of 1 or 2 was added and the reaction mixture was warmed to 45−50 °C for 10 min, yielding an almost quantitative incorporation of the 68Ga of ≥96%.",0.36,>99%,81 GBq/μmol,,,
RDC00167,RDC,[68Ga]Ga-2,,,,,,,,,,,,,,,,,,,,,,,,,,"the pH of the generator eluate obtained as a 0.1 M HCl solution was adjusted to 3.5−4.0 by the addition of sodium acetate solution before 1−20 nmol of 1 or 2 was added and the reaction mixture was warmed to 45−50 °C for 10 min, yielding an almost quantitative incorporation of the 68Ga of ≥96%.",>95%,>95%,>35 GBq/μmol,,,
RDC00168,RDC,[68Ga]Ga-11,,,,,,,,,,,,,,,,,,,,,,,,,,"11 and 12 were dissolved in water producing a stock solution of 1 μg μL−1.To20 μL of stock solution (i.e. 20 μgof 11 or 12) was added 200 μLof [68Ga]GaCl3 (0.1 M HCl; corresponding to ∼30 MBq 68Ga, to give a specific activity of ∼3 GBq μmol−1) and 40 μL of 2.0 M ammonium acetate (99.999% trace metals basis) the pH was checked to ensure it was in the range 6.5–7.5. The mixture was agitated and left at room temperature, before final analysis with HPLC-C18 and ITLC at 5 min and 35 min.",0.73,0.95,,,,
RDC00169,RDC,[68Ga]Ga-12,,,,,,,,,,,,,,,,,,,,,,,,,,"11 and 12 were dissolved in water producing a stock solution of 1 μg μL−1.To20 μL of stock solution (i.e. 20 μgof 11 or 12) was added 200 μLof [68Ga]GaCl3 (0.1 M HCl; corresponding to ∼30 MBq 68Ga, to give a specific activity of ∼3 GBq μmol−1) and 40 μL of 2.0 M ammonium acetate (99.999% trace metals basis) the pH was checked to ensure it was in the range 6.5–7.5. The mixture was agitated and left at room temperature, before final analysis with HPLC-C18 and ITLC at 5 min and 35 min.",0.65,0.95,,,,
RDC00173,RDC,[99mTc]Tc-cKiE2,,,,,,,,,,,,,,,,,,,,,,,,,,"The 99mTc radiolabeling process of cKiE2 tracer was performed as following procedure. 1 mL of Na99mTcO4 solution (~370 MBq) was added to a lyophilized kit containing tricine (6.5 mg), trisodium triphenylphosphine-3,3’,3’’-trisulfonate (TPPTS, 5 mg), succinic acid (59 mg), sodium hydroxide (20 mg), and HYNIC-cKiE2 (50 μg). 100 °C for 20-25 min.",>95%,>95%,,,,
RDC00174,RDC,[111In]In-β-DA6,,,,,,,,,,,,,,,,,,,,,,,,,,Radioactive labeling is carried out by incubating the precursor with [111In]InCl3 in 2-(N-morpholino)ethanesulfonic acid (MES) buffer (pH=5.6),78±3%,>95%,,,,
RDC00175,RDC,[111In]In-RGd-DA1,,,,,,,,,,,,,,,,,,,,,,,,,,Radioactive labeling is carried out by incubating the precursor with [111In]InCl3 in 2-(N-morpholino)ethanesulfonic acid (MES) buffer (pH=5.6),>97%,>97%,,,,
RDC00176,RDC,[64Cu]Cu-DOTA-PEG-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,DOTA-PEG-RGD was labeled with 64Cu by the addition of 37–185 MBq (1–5 mCi) of 64Cu (5–25 µg of DOTA-PEG-RGD per 37 MBq of 64Cu) in 0.1N sodium acetate (pH 5.5) buffer and 45 min of incubation at 50°C. The reaction was terminated by the addition of 5 µL of ethylenediaminetetraacetic acid solution (10 mmol/L).,>97%,>97%,,,,
RDC00177,RDC,[64Cu]-FIB504,,,,,,,,,,,,,,,,,,,,,,,,,,"to 2 mCi 64Cu in 5-10 μL HCl (0.04 N) was added approximately 3 volume equivalents of pH 5, 0.1 M acetate buffer. To this was added the antibody (e.g. 250 μg, 75 μL), also in acetate buffer. After 30 min. incubation at 25°C 1 μL of the reaction mixture was removed and added to 9 μL phosphate buffer (0.1 M, pH 8) containing 100 mM EDTA.",>98%,>98%,,,,
RDC00178,RDC,[RGD-Glu-[natCu-NOTA]-6-Ahx-RM2],,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,,,,
RDC00179,RDC,[RGD-Glu-[64Cu-NOTA]-6-Ahx-RM2,,,,,,,,,,,,,,,,,,,,,,,,,,"Synthesis of the radionuclide conjugate was achieved by the reaction of [RGD-Glu[NO2A]-6-Ahx-RM2] (50 μg, 200 μl 0.4 M ammonium acetate) with 64CuCl2·2H2O (74-111 MBq, 9.15 × 108 Bq/mol) for 1 h at 70°C (pH=7.0).",,>95%,,,,
RDC00181,RDC,[64Cu]Cu DOTA-EB-αvβ6-BP,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA-compounds 1–4 were dissolved in metal free water at 1 µg/µL, and the [64Cu]CuCl2 (1–10 µL of 0.5 M HCl, 1 and 2: 174–255.3 MBq, 3 and 4: 51–55 MBq) was diluted with 1.0 Mammonium acetate (NH4OAc, Sigma-Aldrich) aqueous solution (pH = 8.0) to 0.27 µL/MBq. Peptides 1 and 2 were added to the NH4OAc buffered [64Cu]CuCl2 such that the starting molar activity of the reaction was between 18.5 and 20 GBq/µmol. The starting molar activity for compounds 3 and 4 was between 15.9 and 17.1 GBq/µmol. The reaction mixtures were vortexed and warmed to 37 ◦C for 30 min.",89±4%,>95%,4.07–6.7 MBq/μg,,,
RDC00182,RDC,[64Cu]Cu DOTA-IP-αvβ6-BP,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA-compounds 1–4 were dissolved in metal free water at 1 µg/µL, and the [64Cu]CuCl2 (1–10 µL of 0.5 M HCl, 1 and 2: 174–255.3 MBq, 3 and 4: 51–55 MBq) was diluted with 1.0 Mammonium acetate (NH4OAc, Sigma-Aldrich) aqueous solution (pH = 8.0) to 0.27 µL/MBq. Peptides 1 and 2 were added to the NH4OAc buffered [64Cu]CuCl2 such that the starting molar activity of the reaction was between 18.5 and 20 GBq/µmol. The starting molar activity for compounds 3 and 4 was between 15.9 and 17.1 GBq/µmol. The reaction mixtures were vortexed and warmed to 37 ◦C for 30 min.",89±4%,>95%,4.07–6.7 MBq/μg,,,
RDC00183,RDC,[68Ga-HBED-CC-cNGR)],,,,,,,,,,,,,,,,,,,,,,,,,,"purified 68Ga eluate (0.5 mL) was added to sodium acetate buffer (0.5 mL, 1.5 M, pH 4) along with the peptide (20 μg). The reaction was incubated at 90 °C for 5 minutes.",89±4%,>95%,4.07–6.7 MBq/μg,,,
RDC00184,RDC,[68Ga-HBED-CC-cRGD)],,,,,,,,,,,,,,,,,,,,,,,,,,"purified 68Ga eluate (0.5 mL) was added to sodium acetate buffer (0.5 mL, 1.5 M, pH 4) along with the peptide (20 μg). The reaction was incubated at 90 °C for 5 minutes.",5–10%,>90%,36 GBq/μmol,,,
RDC00185,RDC,[99mTc]Tc-IDA-D-[c(RGDfK)]2,,,,,,,,,,,,,,,,,,,,,,,,,,"[99mTc(H2O)3(CO)3]+ (370–740MBq) in saline (200 lL), which was prepared according to the protocol described by Alberto et al.,22 was added to the precursor in water (300lL). After stirring of the reaction mixture at 75 C for 30 minutes",>85%,>85%,,,,
RDC00186,RDC,[89Zr]Zr-Df-FK,,,,,,,,,,,,,,,,,,,,,,,,,,"Briefly, 220 µL of 89Zroxalate (1.6–2.2 mCi, 59–81 MBq) was transferred into a glass tube, followed by addition of 100 µL 2 M Na2CO3. The reaction was incubated for 2–3 min at room temperature. Thereafter, 0.5 mL of 0.5 M HEPES buffer (pH=7.2) was added to the reaction vial. The pH of the reaction vial was measured to be approximately 7–7.2. Df-RGD conjugate (10–20 µg) (Df-FK, Df-FK-PEG3, Df-[FK]2, and Df-[FK]2-3PEG4) dissolved in 1–2 µL of DMSO and 0.3 mL of 0.5 M HEPES buffer (pH=7.2) was added to the reaction vial.",,≥99%,20 GBq/nmol,,,
RDC00187,RDC,[89Zr]Zr-Df-FK-PEG3,,,,,,,,,,,,,,,,,,,,,,,,,,,>97%,>97%,,,,
RDC00188,RDC,[89Zr]Zr-Df-[FK]2,,,,,,,,,,,,,,,,,,,,,,,,,,,≥96%,≥96%,,,,
RDC00189,RDC,[89Zr]Zr-Df-[FK]2-3PEG4,,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,,,,
RDC00191,RDC,[99mTc]Tc-maraciclatide,,,,,,,,,,,,,,,,,,,,,,,,,,,85–90%,>95%,20–30 Ci/μmol,,,
RDC00192,RDC,[64Cu]CuNOTI-TVA-c(RGDfK)3,,,,,,,,,,,,,,,,,,,,,,,,,,"to solution of 450 μl, 0.5 M ammonium acetate (pH 8.2) was added 20 μl of the corresponding conjugate stock solution (1 nmol μl−1) followed by the addition of 200 MBq [64Cu]CuCl2 in 30 μl 0.1 M hydrochloric acid.",85–90%,>95%,20–30 Ci/μmol,,,
RDC00193,RDC,[64Cu]Cu-NODIA-Me-c(RGDfK),,,,,,,,,,,,,,,,,,,,,,,,,,,>98%,>98%,,,,
RDC00194,RDC,177Lu-DOTA-integrin avb6 knottin,,,,,,,,,,,,,,,,,,,,,,,,,,"A total of40 μL (stock solution ofpeptide at 1 μg/μL in 10% DMSO in water) was added to 500 μL of ascorbate buffer solution pH 5.0, prepared from the kit (composition not disclosed by vendor) and the resulting mixture was then added to 35 μL of [177Lu]LuCl3 (2 GBq in aqueous 0.04 M HCl) and the reaction mixture was heated at 80 °C for 35 minutes followed by cooling for 10 minutes at room temperature.",>90%,>90%,10 GBq/μmol,,,
RDC00195,RDC,[68Ga]Ga-NODAGA-THERANOST,,,,,,,,,,,,,,,,,,,,,,,,,,"This eluate was slowly added to a solution of 350 μL sodium acetate buffer, 5 mg ascorbic acid and 50 μg of the DOTA conjugated peptide (DOTATOC) (25 μg/GBq 68Ga) in 3.0 mL of water. During the labeling, the pH of the reaction mixture inside the reactor was determined to be 3.6 ± 0.3. After heating the solution for 400 s at 90 °C, the 68Ga chloride is quantitatively coupled to the DOTA moiety of the peptide conjugate.",>97%,>95%,8 GBq/μmol,,,
RDC00196,RDC,[99mTc]Tc-rwy,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,>95%,,,,
RDC00197,RDC,[18F]AlF NOTA-5G,,,,,,,,,,,,,,,,,,,,,,,,,,,>95%,>99%,,,,
RDC00202,RDC,[99mTc]Tc-labeled RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05 µgto0.2 µg (0.0430.17 nmol) of RGD/E-HYNIC in 5 to 20 µL of water, 15 µL of 100 mg/mL tricine in water, 50 µLof0.25MpH 5.2 NH4OAc buffer, 1 to 5 mCi of 99mTc pertechnetate generator eluant, and 4 to 8 µg of SnCl2 in 10 µL 0.04 N HCl solution were mixed. After incubation at room temperature for 20 min, the labeling solution was analyzed.",>95%,>99%,,,,
RDC00198,RDC,[99mTc]Tc-RGE,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05 µgto0.2 µg (0.0430.17 nmol) of RGD/E-HYNIC in 5 to 20 µL of water, 15 µL of 100 mg/mL tricine in water, 50 µLof0.25MpH 5.2 NH4OAc buffer, 1 to 5 mCi of 99mTc pertechnetate generator eluant, and 4 to 8 µg of SnCl2 in 10 µL 0.04 N HCl solution were mixed. After incubation at room temperature for 20 min, the labeling solution was analyzed.",0.64,>98%,9.7–13.6 MBq/nmol,,,
RDC00199,RDC,[177Lu]Lu-GluDTPA-cyclo(RGDfK),,,,,,,,,,,,,,,,,,,,,,,,,,GluDTPA-cyclo(RGDfK) was dissolved in distilled water to give a concentration of 10-6 mole/ml and 177Lu was diluted in 50mM sodium acetate buffer (pH= 5.5) to give a concentration of 37 MBq/ml. 177Lu solution was injected to GluDTPA-cyclo (RGDfK) solution vial and stood for 15min at room temperature.,0.82,>98%,9.7–13.6 MBq/nmol,,,
RDC00200,RDC,[90Y]Y-RAFT-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"100 μgofRAFT-RGD or RAFT-RAD and185MBqof90YCl3 (specific activity about 1,600 GBq/μmol) or 177LuCl3 (specific activity about 185 GBq/μmol) (90YCl3 and 177LuCl3 purchased from Perkin Elmer) were added to 10 mg sodium gentisate in ammonium acetate buffer (0.5M; pH 6.8) and were then incubated at 90 °C for 7min",0.9,>98%,9.7–13.6 MBq/nmol,,,
RDC00201,RDC,[177Lu]Lu-RAFT-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"100 μgofRAFT-RGD or RAFT-RAD and185MBqof90YCl3 (specific activity about 1,600 GBq/μmol) or 177LuCl3 (specific activity about 185 GBq/μmol) (90YCl3 and 177LuCl3 purchased from Perkin Elmer) were added to 10 mg sodium gentisate in ammonium acetate buffer (0.5M; pH 6.8) and were then incubated at 90 °C for 7min",>99%,>99%,0.14 Ci/μmol,,,
RDC00204,RDC,[177Lu]Lu-DOTA-RGD2,,,,,,,,,,,,,,,,,,,,,,,,,,"To a clean Eppendorf tube were added 20 ll(0.5 lg/ll) of RGD dimer (DOTA-RGD2, DOTA-Bz-RGD2 or DTPA-BzRGD2), 180 ll of0.2 MNaOAc buffer (pH = 5.0) and 20 ll of 177LuCl3 solution (*5 mCi, in 0.05 N HCl). The reaction mixture was heated at 100°Cfor 15*20 min for the preparation of 177Lu-DOTA-RGD2 or 177Lu-DOTA-Bz-RGD2, while the mixture was incubated at room temperature for the preparation of 177Lu-DTPA-Bz-RGD2.",>99%,>95%,37 ± 5 MBq/nmol,,,
RDC00205,RDC,[177Lu]Lu-DOTA-BZ-RGD2,,,,,,,,,,,,,,,,,,,,,,,,,,"To a clean Eppendorf tube were added 20 ll(0.5 lg/ll) of RGD dimer (DOTA-RGD2, DOTA-Bz-RGD2 or DTPA-BzRGD2), 180 ll of0.2 MNaOAc buffer (pH = 5.0) and 20 ll of 177LuCl3 solution (*5 mCi, in 0.05 N HCl). The reaction mixture was heated at 100°Cfor 15*20 min for the preparation of 177Lu-DOTA-RGD2 or 177Lu-DOTA-Bz-RGD2, while the mixture was incubated at room temperature for the preparation of 177Lu-DTPA-Bz-RGD2.",,>98%,17.03–51.08 MBq/nmol,,,
RDC00206,RDC,[177Lu]Lu-DTPA-BZ-RGD2(RGD2=E[c(RGDfK)]2),,,,,,,,,,,,,,,,,,,,,,,,,,"To a clean Eppendorf tube were added 20 ll(0.5 lg/ll) of RGD dimer (DOTA-RGD2, DOTA-Bz-RGD2 or DTPA-BzRGD2), 180 ll of0.2 MNaOAc buffer (pH = 5.0) and 20 ll of 177LuCl3 solution (*5 mCi, in 0.05 N HCl). The reaction mixture was heated at 100°Cfor 15*20 min for the preparation of 177Lu-DOTA-RGD2 or 177Lu-DOTA-Bz-RGD2, while the mixture was incubated at room temperature for the preparation of 177Lu-DTPA-Bz-RGD2.",,>98%,17.03–51.08 MBq/nmol,,,
RDC00207,RDC,[68Ga]Ga-NOTA-RGD4,,,,,,,,,,,,,,,,,,,,,,,,,,10 nmol of NOTA–RGD peptides was dissolved in 500 μL of 0.1 M sodium acetate buffer and incubated with 185 MBq of 68Ga for 10 min at 40°C.,,>98%,17.03–51.08 MBq/nmol,,,
RDC00208,RDC,[68Ga]Ga-NOTA-RGD2,,,,,,,,,,,,,,,,,,,,,,,,,,10 nmol of NOTA–RGD peptides was dissolved in 500 μL of 0.1 M sodium acetate buffer and incubated with 185 MBq of 68Ga for 10 min at 40°C.,88.7 ± 2.4%,>95%,,,,
RDC00209,RDC,[68Ga]Ga-NOTA–RGD1,,,,,,,,,,,,,,,,,,,,,,,,,,10 nmol of NOTA–RGD peptides was dissolved in 500 μL of 0.1 M sodium acetate buffer and incubated with 185 MBq of 68Ga for 10 min at 40°C.,62–67%,>98%,25.8 ± 2.5 MBq/nmol,,,
