drug_id,external_id,drug_name,drug_synonyms,status,Type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,MOA,notes,created_at,updated_at,,,,,,,,,,,,,,
RDC00103,,[111In]In-3PRGD2,111In-3PRGD2,Preclinical,Diagnosis,21247151,10.1021/mp100403y,,,,,,"[111In]In-3PRGD2 is a SPECT radiotracer that specifically binds to integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, enabling non-invasive tumor imaging, localization, and dosimetry assessment via gamma-ray detection",,,,,,,,,,,,,,,,,
RDC00104,,[111In]In-DOTA-RGD4,111In-RGD4,Preclinical,Diagnosis,21247151,10.1021/mp100403y,,,,,,"[111In]In-RGD4 is a SPECT radiotracer consisting of a tetrameric RGD peptide that specifically binds with high affinity to integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, enabling non-invasive, targeted tumor imaging and angiogenesis assessment via gamma camera detectionNational Center for Biotechnology Information",,,,,,,,,,,,,,,,,
RDC00105,,[90Y]Y-DOTA-RGD4,90Y-RGD4,Preclinical,Treatment,21247151,10.1021/mp100403y,,,,,,"[90Y]Y-RGD4 is a targeted radiotherapeutic peptide radioconjugate that selectively binds to integrin αvβ3 overexpressed in tumor neovasculature and cancer cells, delivering cytotoxic β‑radiation to induce DNA damage and suppress tumor growth and angiogenesis.",,,,,,,,,,,,,,,,,
RDC00106,,[99mTc]Tc-(RGD)6,99mTc-(RGD)6,Preclinical,Diagnosis,40083181,10.1021/acs.jmedchem.4c03007,,,,,,"[99mTc]Tc-(RGD)6 is a SPECT radiotracer consisting of a hexameric RGD peptide that binds with high avidity to integrin αvβ₃ overexpressed on tumor neovasculature and cancer cells, enabling non-invasive, targeted tumor imaging and angiogenesis assessment via gamma-ray detection.",,,,,,,,,,,,,,,,,
RDC00107,,[99mTc]Tc-(RGD)4,99mTc-(RGD)4 ,Preclinical,Diagnosis,40083181,10.1021/acs.jmedchem.4c03007,,,,,,"[99mTc]Tc-(RGD)4 is a SPECT radiotracer that specifically targets integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, allowing non-invasive tumor imaging and evaluation of angiogenesis through gamma camera detection.",,,,,,,,,,,,,,,,,
RDC00110,,[211At]At-(RGD)4,211At-(RGD)4,Preclinical,Treatment,40083181,10.1021/acs.jmedchem.4c03007,,,,,,"[211At]At-(RGD)4 is an alpha-emitting radiotherapeutic agent that selectively targets integrin αvβ3 overexpressed on tumor neovasculature and cancer cells, delivering high-linear-energy-transfer alpha radiation to induce lethal DNA damage and inhibit tumor growth",,,,,,,,,,,,,,,,,
RDC00111,,[68Ga]Ga-DOTA-5G,68Ga-DOTA-5G,Phase 1,Diagnosis,36207137,10.2967/jnumed.122.264749,,,,,,"[68Ga]Ga-DOTA-5G is a PET radiopharmaceutical that targets integrin αvβ6, a receptor overexpressed in many epithelial cancers . It is used for non-invasive tumor imaging, staging, and theranostic planning",,,,,,,,,,,,,,,,,
RDC00112,,[68Ga]Ga-DOTA-ABM-5G,68Ga-DOTA-ABM-5G,Preclinical,Diagnosis,36207137,10.2967/jnumed.122.264749,,,,,,[68Ga]GaDOTA-ABM-5G is a PET radiotracer that specifically targets integrin αvβ6 overexpressed in various epithelial tumors for non-invasive tumor imaging and disease staging,,,,,,,,,,,,,,,,,
RDC00113,,[177Lu]Lu-DOTA-5G,"177Lu-DOTA-5G, 177Lu-1",Preclinical,Treatment,36207137,10.2967/jnumed.122.264749,,,,,,"[177Lu]Lu-DOTA-5G is a targeted radiotherapeutic that selectively binds to integrin αvβ6 overexpressed on tumor cells, delivering cytotoxic beta radiation to induce DNA damage and suppress tumor growth",,,,,,,,,,,,,,,,,
RDC00114,,[177Lu]Lu-DOTA-ABM-5G,177Lu-DOTA-ABM-5G,Phase 1,Treatment,36207137,10.2967/jnumed.122.264749,,,,,,"[177Lu]Lu-DOTA-ABM-5G is a targeted radiotherapeutic agent that specifically binds to integrin αvβ6 overexpressed in epithelial tumors, delivering cytotoxic beta-radiation to induce DNA damage and inhibit tumor proliferation",,,,,,,,,,,,,,,,,
RDC00115,,[68Ga]NODAGA-RGD,1SG7VTQ3VS;(68GA)NODAGA-RGD;NODAGA-RGD GALLIUM GA-68,Phase 1/2,Diagnosis,21487838,10.1007/s00259-011-1778-0,,,,165411933,377309090,"[68Ga]NODAGA-RGD is a PET radiotracer that binds specifically to integrin αvβ3 overexpressed in tumor neovasculature, enabling non-invasive imaging of angiogenesis and tumor localization",,,,,,,,,,,,,,,,,
RDC00116,,[68Ga]Ga-DOTA-RGD,[68Ga]DOTA-RGD,Preclinical,Diagnosis,21487838,10.1007/s00259-011-1778-0,,,,,,"[68Ga]Ga-DOTA-RGD is a PET radiotracer that specifically targets integrin αvβ3 overexpressed in tumor neovasculature, allowing non-invasive imaging of tumor angiogenesis and tumor localization",,,,,,,,,,,,,,,,,
RDC00117,,[64Cu]Cu-DOTA-E{E[c(RGDyK)]2}2,64Cu-DOTA-E{E[c(RGDyK)]2}2,Preclinical,Diagnosis,17574975,10.2967/jnumed.107.039859,,,,,,"[64Cu]Cu-DOTA-E{E[c(RGDyK)]2}2 is a multimeric RGD-based PET radiotracer that binds with high affinity to integrin αvβ3 overexpressed in tumor vasculature, enabling non-invasive imaging of tumor angiogenesis and tumor characterization",,,,,,,,,,,,,,,,,
RDC00118,,[64Cu]Cu-DOTA-E(E{E[c(RGDyK)]2}2)2,64Cu-DOTA-E(E{E[c(RGDyK)]2}2)2,Preclinical,Diagnosis,17574975,10.2967/jnumed.107.039859,,,,,,[64Cu]Cu-DOTA-E(E{E[c(RGDyK)]2}2)2 is a multimeric RGD-conjugated PET radiotracer that targets integrin αvβ3 in tumor neovasculature for non-invasive imaging of angiogenesis and tumor progression,,,,,,,,,,,,,,,,,
RDC00119,,[68Ga]Ga-NGR-RGD,68Ga-NGR-RGD ,Preclinical,Diagnosis,31829615,10.1021/acs.molpharmaceut.9b01134,,,,,,"[68Ga]Ga-NGR-RGD is a dual-targeting PET radiotracer that binds to both CD13 and integrin αvβ3 overexpressed in tumor neovasculature, enabling enhanced tumor imaging and angiogenesis evaluation",,,,,,,,,,,,,,,,,
RDC00120,,[68Ga]Ga-sCD146,68Ga-sCD146,Preclinical,Diagnosis,34571954,10.3390/cells10092305,,,,,,"[68Ga]Ga-sCD146 is a PET radiotracer that targets angiomotin (AMOT) by binding to its ligand CD146, enabling non-invasive imaging of angiogenesis and tumor neovascularization",,,,,,,,,,,,,,,,,
RDC00121,,[68Ga]Ga-(RGD)2,68Ga-RGD2,Phase 1/2,Diagnosis,34571954,10.3390/cells10092305,,,,,,[68Ga]Ga-(RGD)2 is a dimeric RGD-based PET radiotracer that specifically binds to integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis,,,,,,,,,,,,,,,,,
RDC00122,,[99mTc]Tc-(HYNIC-tetramer)(tricine)(TPPTS),99mTc(HYNIC-tetramer)(tricine)(TPPTS),Preclinical,Diagnosis,17341108,10.1021/bc0603081,,,,,,[99mTc]Tc-(HYNIC-tetramer)(tricine)(TPPTS) is a SPECT radiotracer that targets integrin αvβ3 in tumor neovascu­lature for non-invasive imaging of tumor angiogenesis and tumor localization.it is excreted via both renal and hepatobiliary routes,,,,,,,,,,,,,,,,,
RDC00123,,[67Ga]Ga-CD6,H-Cys(mal-NOTA-68Ga)-(Asp)2-A20FMDV2-NH2,Preclinical,Diagnosis,32514725,10.1007/s12149-020-01483-6,,,,,,[67Ga]Ga-CD6 is a SPECT radiotracer that selectively targets integrin αvβ6 overexpressed in various tumors for non-invasive tumor imaging with minimized nonspecific uptake in normal organs,,,,,,,,,,,,,,,,,
RDC00124,,[68Ga]Ga-NOTA-RGD-BBN ,68Ga-NOTA-RGD-BBN ,Preclinical,Diagnosis,19360404,10.1007/s00259-009-1123-z,,,,,,"[68Ga]Ga-NOTA-RGD-BBN is a dual-targeting PET radiotracer that binds to both integrin αvβ3 and gastrin-releasing peptide receptor (GRPR) overexpressed in tumors, allowing improved non-invasive tumor imaging and angiogenesis evaluation",,,,,,,,,,,,,,,,,
RDC00127,,[64Cu]Cu-cycam-GFK-RaftRGD,[64Cu]Cu-cycam-GFK-RaftRGD,Preclinical,Diagnosis,39926504,10.1021/acsomega.4c10621,,,,,,[64Cu]Cu-cycam-GFK-RaftRGD is a PET radiotracer that targets integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis and tumor tissue localization,,,,,,,,,,,,,,,,,
RDC00128,,[64Cu]Cu-cyclam-GFK(beta-alanine [βA])3-RaftRGD,[64Cu]Cu-cycam-GFK-(βA)3-RaftRGD,Preclinical,Diagnosis,39926504,10.1021/acsomega.4c10621,,,,,,[64Cu]Cu-cycam-GFK-(βA)3-RaftRGD is a PET radiotracer that specifically targets integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis,,,,,,,,,,,,,,,,,
RDC00129,,Al[18F]F-NOTA-PEG4-S5,"18F-NOTA-PEG4-S5,18F-S5",Preclinical,Diagnosis,32898323,10.1002/ctm2.157,,,,,,[18F]F-NOTA-PEG4-S5 is a PET radiotracer that targets integrin αvβ6 overexpressed in epithelial tumors for non-invasive tumor imaging and evaluation of disease progression,,,,,,,,,,,,,,,,,
RDC00131,,[99mTc]Tc-O(MAG2-3G3-dimer),99mTcO(MAG2-3G3-dimer),Preclinical,Diagnosis,19484236,10.1007/s00259-009-1166-1,,,,,,"[99mTc]Tc-O(MAG2-3G3-dimer) is a SPECT radiotracer that selectively binds to integrin αvβ6 overexpressed in tumor cells for non-invasive tumor imaging and detection.It was only 45–55% from the homogenates of tumor, kidney, and liver tissues.",,,,,,,,,,,,,,,,,
RDC00132,,[99mTc]Tc-Tc–HYNIC–cHK,99mTc–HYNIC–cHK,Preclinical,Diagnosis,30533490,10.1007/s41048-018-0071-1,,,,,,[99mTc]Tc–HYNIC–cHK is a SPECT radiotracer that targets tumor-associated receptors for non-invasive tumor imaging and localization andradiotracer remained intact in urine but underwent metabolism in blood,,,,,,,,,,,,,,,,,
RDC00133,,[68Ga]Ga-DOTA-R01-MG,68Ga-DOTA-R01-MG,Preclinical,Diagnosis,35674464,10.1021/acs.molpharmaceut.2c00313,,,,,,[68Ga]Ga-DOTA-R01-MG is a PET radiotracer that specifically targets integrin αvβ6 overexpressed in lung cancer and other epithelial tumors for non-invasive tumor imaging and evaluation.Renal excretion is the primary clearance pathway,,,,,,,,,,,,,,,,,
RDC00134,,iRGD-C6-lys(211At-ATE)-C6-DA7R,iRGD-C6-lys(211At-ATE)-C6-DA7R,Preclinical,Treatment,35993583,10.1021/acs.molpharmaceut.2c00349,,,,,,"iRGD-C6-lys(211At-ATE)-C6-DA7R is a dual-targeting alpha-emitting radiotherapeutic agent that binds to integrin αvβ3 and neuropilin-1 overexpressed in tumor vasculature, delivering targeted alpha-particle radiation for cancer therapy.Renal excretion is the main clearance pathway",,,,,,,,,,,,,,,,,
RDC00135,,[67Ga]Ga-CG6,67GaCG6,Preclinical,Diagnosis,31740201,10.1016/j.bmc.2019.115189,,,,,,[67Ga]Ga-CG6 is a SPECT radiotracer that specifically targets integrin αvβ6 overexpressed in various epithelial tumors for non-invasive tumor imaging and detection.,,,,,,,,,,,,,,,,,
RDC00136,,[68Ga]Ga-Ac-CG6,68Ga-Ac-CG6,Preclinical,Diagnosis,31740201,10.1016/j.bmc.2019.115189,,,,,,[68Ga]Ga-Ac-CG6 is a PET radiotracer that selectively targets integrin αvβ6 overexpressed in epithelial tumors for non-invasive tumor imaging and assessment of tumor progression,,,,,,,,,,,,,,,,,
RDC00137,,[99mTc]Tc-isoDGR,"99mTc-HYNIC-isoDGR, 99mTc-isoDGR",Preclinical,Diagnosis,34137602,10.1021/acs.bioconjchem.1c00296,,,,,,[99mTc]Tc-isoDGR is a SPECT radiotracer that specifically targets integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis,,,,,,,,,,,,,,,,,
RDC00138,,[99mTc]Tc-HYNIC-PEG4-PisoDGR2,"99mTc-HYNIC-PEG4-PisoDGR2, 99mTc-3PisoDGR2",Preclinical,Diagnosis,34137602,10.1021/acs.bioconjchem.1c00296,,,,,,[99mTc]Tc-HYNIC-PEG4-PisoDGR2 is a SPECT radiotracer that selectively targets integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis.,,,,,,,,,,,,,,,,,
RDC00139,,[111I]In-DOTA-E-[c(RGDfK)]2,111In-DOTA-E-[c(RGDfK)]2,Preclinical,Diagnosis,12414640,,,,,,,[111In]In-DOTA-E-[c(RGDfK)]2 is a SPECT radiotracer that binds specifically to integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of angiogenesis and tumor localization.,,,,,,,,,,,,,,,,,
RDC00140,,[99mTc]Tc-HYNIC-E-[c(RGDfK)]2,99mTc-HYNIC-E-[c(RGDfK)]2,Preclinical,Diagnosis,12414640,,,,,,,[99mTc]Tc-HYNIC-E-[c(RGDfK)]2 is a SPECT radiotracer that specifically targets integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis.,,,,,,,,,,,,,,,,,
RDC00142,,[111In]In-DOTA-E-[c(RGDfK)]2,111In-DOTA-E-[c(RGDfK)]2,Preclinical,Diagnosis,12414640,,,,,,,[111In]In-DOTA-E-[c(RGDfK)]2 is a SPECT radiotracer that specifically binds to integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis and tumor tissue localization.,,,,,,,,,,,,,,,,,
RDC00144,,Al[18F]F-RWY,A18F-RWY,Preclinical,Diagnosis,31400382,10.1016/j.jconrel.2019.08.003,,,,,,[18F]F-RWY is a PET radiotracer that specifically targets integrin α6 overexpressed in hepatocellular carcinoma for non-invasive tumor imaging and detection.,,,,,,,,,,,,,,,,,
RDC00147,,Al[18F]F-NOTA-αvβ6-BP (1),[18F]AlF 1,Preclinical,Diagnosis,32383076,10.1007/s11307-020-01500-0,,,,,,Al[18F]F-NOTA-αvβ6-BP (1) is a PET radiotracer that specifically targets integrin αvβ6 overexpressed in epithelial tumors for non-invasive tumor imaging and characterization.,,,,,,,,,,,,,,,,,
RDC00148,,Al[18F]F-NOTA-K(ABM)-αvβ6-BP (2),[18F]AlF 2,Preclinical,Diagnosis,32383076,10.1007/s11307-020-01500-0,,,,,,Al[18F]F-NOTA-K(ABM)-αvβ6-BP (2) is a PET radiotracer that selectively binds to integrin αvβ6 overexpressed in epithelial tumors for non-invasive tumor imaging and evaluation.,,,,,,,,,,,,,,,,,
RDC00149,,[64Cu]Cu-NOTA-RGD-GE11,64Cu-NOTA-RGD-GE11,Preclinical,Diagnosis,37591041,10.1016/j.nucmedbio.2023.108364,,,,,,[64Cu]Cu-NOTA-RGD-GE11 is a PET radiotracer that simultaneously targets integrin αvβ3 and EGFR overexpressed in tumor cells and neovasculature for dual-receptor mediated non-invasive tumor imaging.,,,,,,,,,,,,,,,,,
RDC00150,,[64Cu]Cu-NOTA-RGD,64Cu-NOTA-RGD,Preclinical,Diagnosis,37591041,10.1016/j.nucmedbio.2023.108364,,,,,,[64Cu]Cu-NOTA-RGD is a PET radiotracer that specifically binds to integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumor angiogenesis.,,,,,,,,,,,,,,,,,
RDC00151,,[64Cu]Cu-NOTA-GE11,64Cu-NOTA-GE11,Preclinical,Diagnosis,37591041,10.1016/j.nucmedbio.2023.108364,,,,,,[64Cu]Cu-NOTA-GE11 is a PET radiotracer that specifically targets epidermal growth factor receptor (EGFR) overexpressed in various tumors for non-invasive tumor imaging.,,,,,,,,,,,,,,,,,
RDC00152,,[68Ga]Ga-DOTA-FAPI-RGD,68Ga-DOTA-FAPI-RGD,Preclinical,Diagnosis,36931125,10.1016/j.ejmech.2023.115279,,,,,,[68Ga]Ga-DOTA-FAPI-RGD is a PET radiotracer that simultaneously targets fibroblast activation protein (FAP) and integrin αvβ3 for dual-modal imaging of tumor stroma and angiogenesis.,,,,,,,,,,,,,,,,,
RDC00153,,[177Lu]Lu-DOTA-FAPI-RGD,177Lu-DOTA-FAPI-RGD,Preclinical,Treatment,36931125,10.1016/j.ejmech.2023.115279,,,,,,"[177Lu]Lu-DOTA-FAPI-RGD is a therapeutic radiopharmaceutical that targets both fibroblast activation protein (FAP) and integrin αvβ3 in tumors, delivering targeted beta radiation for cancer treatment.",,,,,,,,,,,,,,,,,
RDC00154,,[68Ga]Ga-DOTA-FAPI-04,68Ga-DOTA-FAPI-04， 68Ga-FO-004,Phase 1,Diagnosis,36931125,10.1016/j.ejmech.2023.115279,,,,,,[68Ga]Ga-DOTA-FAPI-04 is a PET radiotracer that specifically targets fibroblast activation protein (FAP) overexpressed in cancer-associated fibroblasts for non-invasive tumor imaging.,,,,,,,,,,,,,,,,,
RDC00155,,[177Lu]Lu-AB-3PRGD2,177Lu-AB-3PRGD2,Phase 1,Treatment,40177543,10.1016/j.apsb.2024.10.012,,,,,,[177Lu]Lu-AB-3PRGD2 is a radiotherapeutic agent that targets integrin αvβ3 overexpressed in tumor neovasculature and delivers cytotoxic beta radiation to treat various solid tumors.,,,,,,,,,,,,,,,,,
RDC00156,,[68Ga]Ga-DOTA-HEVNPs,68Ga-DOTA-HEVNPs,Preclinical,Diagnosis,36403717,10.1016/j.ejps.2022.106336,,,,,,"[68Ga]Ga-DOTA-HEVNPs is a PET radiotracer that targets tumor neovasculature by binding to integrin αvβ3, enabling non-invasive imaging of angiogenesis and tumor progression.",,,,,,,,,,,,,,,,,
RDC00157,,[68Ga]Ga-DOTA-HEVNP-LXY30,68Ga-DOTA-HEVNP-LXY30,Preclinical,Diagnosis,36403717,10.1016/j.ejps.2022.106336,,,,,,[68Ga]Ga-DOTA-HEVNP-LXY30 is a dual-targeted PET radiotracer that binds to both tumor neovasculature and specific tumor-associated receptors for enhanced non-invasive imaging of solid tumors.,,,,,,,,,,,,,,,,,
RDC00158,,[177Lu]Lu-DOTA-2.5D,177Lu-DOTA-2.5D,Preclinical,Treatment,21153409,10.1007/s00259-010-1684-x,,,,,,"[177Lu]Lu-DOTA-2.5D is a radiotherapeutic that selectively binds to integrin αvβ3 overexpressed on tumor cells and neovasculature, delivering cytotoxic beta-radiation to induce DNA damage and inhibit angiogenesis in solid tumors.>90% intact in urine at 1 h p.i.",,,,,,,,,,,,,,,,,
RDC00159,,[177Lu]Lu-DOTA-2.5F,177Lu-DOTA-2.5F,Preclinical,Treatment,21153409,10.1007/s00259-010-1684-x,,,,,,[177Lu]Lu-DOTA-2.5F is a radiotherapeutic agent that targets integrin αvβ3 overexpressed in tumor neovasculature and delivers cytotoxic beta radiation to inhibit angiogenesis and kill tumor cells.,,,,,,,,,,,,,,,,,
RDC00160,,Al[18F]F-NOTA-Rd2,[18F]-Alf-NOTA-Rd2,Preclinical,Diagnosis,37463487,10.1021/acs.molpharmaceut.3c00321,,,,,,Al[18F]F-NOTA-Rd2 is a PET radiotracer that specifically binds to integrin αvβ3 overexpressed in tumor neovasculature for non-invasive imaging of tumors and angiogenesis.Primarily renal excretion,,,,,,,,,,,,,,,,,
RDC00161,,Al[18F]F-NOTA-A6P,[18F]Alf-NOTA-A6P,Preclinical,Diagnosis,39447346,10.1016/j.bioorg.2024.107892,,,,,,Al[18F]F-NOTA-A6P is a PET radiotracer that selectively targets integrin α6 overexpressed in tumor cells for non-invasive tumor imaging. Primarily renal excretion,,,,,,,,,,,,,,,,,
RDC00162,,[99mTc]Tc-Keto-RGD-N4,[99mTc]Keto-RGD-N4,Preclinical,Diagnosis,31845157,10.1007/s40199-019-00318-8,,,,,,"[99mTc]Tc-Keto-RGD-N4 achieves targeted SPECT imaging of tumors by specifically binding to integrin αvβ3 receptors highly expressed on tumor neovasculature and tumor cells via its RGD sequence, with 99mTc chelated by the N4 ligand.Primarily renal excretion",,,,,,,,,,,,,,,,,
RDC00163,,[99mTc]Tc-Nap-RGD-N4,[99mTc]Nap-RGD-N4,Preclinical,Diagnosis,31845157,10.1007/s40199-019-00318-8,,,,,,"[99mTc]Tc-Nap-RGD-N4 specifically binds to integrin αvβ3 receptors highly expressed on tumor neovasculature and tumor cells through its RGD sequence, and stably chelates 99mTc via the N4 chelator to enable targeted and specific SPECT imaging of tumors.Primarily renal excretion",,,,,,,,,,,,,,,,,
RDC00164,,[68Ga]Ga-FAP-RGD,68Ga-FAP-RGD,Phase Ⅰ/Ⅱ,Diagnosis,38276986,10.1007/s00259-024-06623-y,,,,,,"[68Ga]Ga-FAP-RGD targets both fibroblast activation protein (FAP) and integrin αvβ3 receptors, and achieves dual-targeted PET/CT imaging of the tumor microenvironment and neovascularization by chelating 68Ga.",,,,,,,,,,,,,,,,,
RDC00165,,[177Lu]Lu-FAP-RGD,177Lu-FAP-RGD,Preclinical,Treatment,38276986,10.1007/s00259-024-06623-y,,,,,,"[177Lu]Lu-FAP-RGD targets both fibroblast activation protein (FAP) in the tumor microenvironment and integrin αvβ3 receptors associated with tumor neovascularization, and achieves dual functions of targeted radiotherapy and imaging for tumors by chelating the radionuclide 177Lu.",,,,,,,,,,,,,,,,,
RDC00166,,[68Ga]Ga-1,68Ga-1，68Ga-NODA-GA-PEG3-GE11-PEG3-c(RGDyk）,Preclinical,Diagnosis,36687076,10.1021/acsomega.2c07484,,,,,,"[68Ga]Ga-1 is a dual-targeting diagnostic radiopharmaceutical, consisting of the radionuclide Gallium-68 (Ga-68) complexed with a bispecific ligand targeting both epidermal growth factor receptor (EGFR) and integrin αvβ3, indicated for the PET/CT imaging diagnosis and heterogeneity assessment of various EGFR and/or αvβ3-expressing solid tumors.Primarily renal excretion",,,,,,,,,,,,,,,,,
RDC00167,,[68Ga]Ga-2,68Ga-2，68Ga-NODA-GA-PEG3-GE11-PEG3-c(RGDfk）,Preclinical,Diagnosis,36687076,10.1021/acsomega.2c07484,,,,,,"[68Ga]Ga-2 is a dual-targeting diagnostic radiopharmaceutical, consisting of the radionuclide Gallium-68 (Ga-68) complexed with a bispecific ligand targeting epidermal growth factor receptor (EGFR) and integrin αvβ3, indicated for the PET/CT imaging diagnosis of EGFR and/or αvβ3-expressing solid tumors.",,,,,,,,,,,,,,,,,
RDC00168,,[68Ga]Ga-11,68Ga-11,Preclinical,Diagnosis,35972045,10.1039/d2dt00980c,,,,,,"[68Ga]Ga-11 is a diagnostic radiopharmaceutical targeting integrin αvβ6, consisting of the radionuclide Gallium-68 (Ga-68) complexed with a high-affinity αvβ6-targeting peptide, indicated for the PET/CT imaging diagnosis, staging, and therapeutic response assessment of various αvβ6-expressing solid tumors (e.g., pancreatic, biliary tract, and head and neck cancers).",,,,,,,,,,,,,,,,,
